,ko,target,log2FoldChange
23655,noB_Plate15,ENSMUSG00000026626,0.5085230813573139
23657,noB_Plate15,ENSMUSG00000026655,0.311807454953396
23658,noB_Plate15,ENSMUSG00000026670,0.340540072977947
23659,noB_Plate15,ENSMUSG00000026672,-1.5340641209182
23660,noB_Plate15,ENSMUSG00000026688,0.6208671143537591
23661,noB_Plate15,ENSMUSG00000026718,-0.321479874862577
23662,noB_Plate15,ENSMUSG00000026721,0.31027350040618396
23663,noB_Plate15,ENSMUSG00000026727,-0.43884317836613296
23664,noB_Plate15,ENSMUSG00000026728,0.394838636670049
23665,noB_Plate15,ENSMUSG00000026768,-1.07256105391645
23666,noB_Plate15,ENSMUSG00000026797,-0.62898809041058
23667,noB_Plate15,ENSMUSG00000026832,0.764677589524025
23668,noB_Plate15,ENSMUSG00000026872,0.614866418188392
23670,noB_Plate15,ENSMUSG00000026880,0.40560888135569395
23671,noB_Plate15,ENSMUSG00000026893,-1.2320745199149798
23672,noB_Plate15,ENSMUSG00000026896,-1.20876303057284
23673,noB_Plate15,ENSMUSG00000026915,-0.21539453370683104
23675,noB_Plate15,ENSMUSG00000026932,-1.25781474475491
23676,noB_Plate15,ENSMUSG00000026944,0.264549184868392
23677,noB_Plate15,ENSMUSG00000026955,-0.327714993322765
23678,noB_Plate15,ENSMUSG00000026956,-0.309311706231081
23680,noB_Plate15,ENSMUSG00000027006,-0.43164388257766095
23681,noB_Plate15,ENSMUSG00000027007,-1.19076725509114
23682,noB_Plate15,ENSMUSG00000027010,0.367137450043366
23683,noB_Plate15,ENSMUSG00000027035,-0.752925579029381
23684,noB_Plate15,ENSMUSG00000027071,-0.856314309387236
23685,noB_Plate15,ENSMUSG00000027111,1.03291810406459
23686,noB_Plate15,ENSMUSG00000027165,-0.45015882250765005
23687,noB_Plate15,ENSMUSG00000027185,0.397462537435169
23688,noB_Plate15,ENSMUSG00000027215,-0.588650972561734
23689,noB_Plate15,ENSMUSG00000027219,-0.461297380209691
23690,noB_Plate15,ENSMUSG00000027227,-0.7493753869679609
23691,noB_Plate15,ENSMUSG00000027276,-1.6067981106287101
23692,noB_Plate15,ENSMUSG00000027291,-0.234906396270001
23693,noB_Plate15,ENSMUSG00000027303,0.448124691107584
23695,noB_Plate15,ENSMUSG00000027360,-2.40829397772545
23697,noB_Plate15,ENSMUSG00000027395,0.271546105254144
23698,noB_Plate15,ENSMUSG00000027422,0.405569355222897
23699,noB_Plate15,ENSMUSG00000027435,1.4551904344932198
23700,noB_Plate15,ENSMUSG00000027447,0.530259064617747
23701,noB_Plate15,ENSMUSG00000027472,-0.36588148905505
23702,noB_Plate15,ENSMUSG00000027506,0.36404863600595005
23703,noB_Plate15,ENSMUSG00000027533,0.30363173727166
23704,noB_Plate15,ENSMUSG00000027562,-1.01704100515622
23705,noB_Plate15,ENSMUSG00000027580,-0.47642984131957206
23706,noB_Plate15,ENSMUSG00000027601,-0.3778704755124821
23707,noB_Plate15,ENSMUSG00000027605,-2.34092739280617
23708,noB_Plate15,ENSMUSG00000027615,0.35426885076417103
23709,noB_Plate15,ENSMUSG00000027637,0.23985068822365102
23710,noB_Plate15,ENSMUSG00000027642,-0.327483052004919
23713,noB_Plate15,ENSMUSG00000027698,-0.828341314813754
23714,noB_Plate15,ENSMUSG00000027712,-0.34107269702228005
23715,noB_Plate15,ENSMUSG00000027750,-2.00276697308812
23716,noB_Plate15,ENSMUSG00000027763,0.36660256047724
23718,noB_Plate15,ENSMUSG00000027804,0.20262800914232298
23719,noB_Plate15,ENSMUSG00000027808,-0.299530429272015
23720,noB_Plate15,ENSMUSG00000027828,-0.214132493994525
23721,noB_Plate15,ENSMUSG00000027878,0.5045424731548429
23724,noB_Plate15,ENSMUSG00000027947,1.0589734314794899
23725,noB_Plate15,ENSMUSG00000027952,-0.637329581617908
23726,noB_Plate15,ENSMUSG00000027995,0.8542004862116299
23727,noB_Plate15,ENSMUSG00000028004,-1.9366415903348402
23728,noB_Plate15,ENSMUSG00000028010,0.376322218303011
23729,noB_Plate15,ENSMUSG00000028064,1.02922851596974
23730,noB_Plate15,ENSMUSG00000028082,-1.30617002188035
23732,noB_Plate15,ENSMUSG00000028124,0.400570918758367
23734,noB_Plate15,ENSMUSG00000028159,-0.7926244085903
23735,noB_Plate15,ENSMUSG00000028163,0.37446242938301505
23736,noB_Plate15,ENSMUSG00000028207,-0.37992076501164207
23739,noB_Plate15,ENSMUSG00000028266,-0.8081057213110759
23740,noB_Plate15,ENSMUSG00000028268,2.17006837574397
23742,noB_Plate15,ENSMUSG00000028289,-0.7347639318560719
23743,noB_Plate15,ENSMUSG00000028370,-2.46994318211409
23744,noB_Plate15,ENSMUSG00000028382,0.207187686921984
23745,noB_Plate15,ENSMUSG00000028383,0.6059838033425871
23746,noB_Plate15,ENSMUSG00000028392,-2.0850924658506598
23747,noB_Plate15,ENSMUSG00000028398,0.639948477345571
23750,noB_Plate15,ENSMUSG00000028419,-0.323136307002887
23752,noB_Plate15,ENSMUSG00000028459,-0.301169079815755
23754,noB_Plate15,ENSMUSG00000028480,-0.6731181116500239
23755,noB_Plate15,ENSMUSG00000028496,-1.2262452358178202
23756,noB_Plate15,ENSMUSG00000028514,0.36910188070140004
23757,noB_Plate15,ENSMUSG00000028519,-1.02109119650338
23758,noB_Plate15,ENSMUSG00000028525,-0.31375770886856896
23759,noB_Plate15,ENSMUSG00000028527,-1.7447682574726902
23760,noB_Plate15,ENSMUSG00000028551,-0.8888392237439191
23761,noB_Plate15,ENSMUSG00000028557,-0.5295573067412179
23762,noB_Plate15,ENSMUSG00000028560,0.260853225236747
23763,noB_Plate15,ENSMUSG00000028581,0.212647650684894
23765,noB_Plate15,ENSMUSG00000028608,0.35193540443031496
23767,noB_Plate15,ENSMUSG00000028617,-0.90670266697698
23768,noB_Plate15,ENSMUSG00000028645,-0.4478944534767871
23772,noB_Plate15,ENSMUSG00000028671,-0.748856514605452
23774,noB_Plate15,ENSMUSG00000028708,-0.40457971477269106
23775,noB_Plate15,ENSMUSG00000028757,-0.341666268977041
23776,noB_Plate15,ENSMUSG00000028758,1.3997693373230002
23777,noB_Plate15,ENSMUSG00000028763,-1.2139008635893502
23778,noB_Plate15,ENSMUSG00000028776,-1.80865495937336
23779,noB_Plate15,ENSMUSG00000028784,-1.23838114651001
23780,noB_Plate15,ENSMUSG00000028792,0.224061283573494
23781,noB_Plate15,ENSMUSG00000028793,0.28122011400829305
23782,noB_Plate15,ENSMUSG00000028795,-0.48373139949234
23783,noB_Plate15,ENSMUSG00000028800,-0.344307505226228
23784,noB_Plate15,ENSMUSG00000028820,0.277447754749364
23786,noB_Plate15,ENSMUSG00000028860,-1.54237195497155
23787,noB_Plate15,ENSMUSG00000028864,-1.0829667033193
23789,noB_Plate15,ENSMUSG00000028883,-2.39847105575386
23790,noB_Plate15,ENSMUSG00000028894,-0.522804967268836
23791,noB_Plate15,ENSMUSG00000028926,-0.5657864713050561
23792,noB_Plate15,ENSMUSG00000028954,-0.296995193745192
23793,noB_Plate15,ENSMUSG00000028961,0.370048216252258
23794,noB_Plate15,ENSMUSG00000028991,0.304674470155239
23795,noB_Plate15,ENSMUSG00000029001,-1.5175915580877
23796,noB_Plate15,ENSMUSG00000029016,-0.580714905151177
23797,noB_Plate15,ENSMUSG00000029076,-0.244002320157267
23798,noB_Plate15,ENSMUSG00000029093,1.1814500801228
23799,noB_Plate15,ENSMUSG00000029094,1.00244689370259
23800,noB_Plate15,ENSMUSG00000029096,3.1193237122589506
23801,noB_Plate15,ENSMUSG00000029098,0.949004278561654
23802,noB_Plate15,ENSMUSG00000029103,-0.20416231949700103
23803,noB_Plate15,ENSMUSG00000029148,-0.20239051417229298
23804,noB_Plate15,ENSMUSG00000029165,-0.5021638458223769
23805,noB_Plate15,ENSMUSG00000029191,0.239530087154997
23806,noB_Plate15,ENSMUSG00000029217,-0.38589730199212996
23807,noB_Plate15,ENSMUSG00000029253,-0.29015747012330795
23808,noB_Plate15,ENSMUSG00000029254,-1.07522350827273
23809,noB_Plate15,ENSMUSG00000029275,-0.49923869813122496
23811,noB_Plate15,ENSMUSG00000029291,0.534983257808084
23812,noB_Plate15,ENSMUSG00000029304,1.8901139292524098
23813,noB_Plate15,ENSMUSG00000029322,1.3352837879828
23814,noB_Plate15,ENSMUSG00000029338,-0.48109030790502505
23815,noB_Plate15,ENSMUSG00000029397,-0.34753017091821903
23816,noB_Plate15,ENSMUSG00000029414,0.41057902145656294
23817,noB_Plate15,ENSMUSG00000029415,0.3758951011684071
23818,noB_Plate15,ENSMUSG00000029416,0.3956703769704729
23819,noB_Plate15,ENSMUSG00000029449,-0.6208367573136551
23821,noB_Plate15,ENSMUSG00000029471,0.522921896797609
23822,noB_Plate15,ENSMUSG00000029482,-0.544821300852345
23823,noB_Plate15,ENSMUSG00000029484,0.571478044832593
23824,noB_Plate15,ENSMUSG00000029486,0.38929880859920396
23825,noB_Plate15,ENSMUSG00000029501,0.238628694247659
23828,noB_Plate15,ENSMUSG00000029598,0.39659606954658894
23830,noB_Plate15,ENSMUSG00000029648,-0.404554501290507
23831,noB_Plate15,ENSMUSG00000029657,0.373077170457351
23833,noB_Plate15,ENSMUSG00000029767,-0.306997020627675
23834,noB_Plate15,ENSMUSG00000029771,0.780570611787656
23835,noB_Plate15,ENSMUSG00000029821,0.297607856444451
23836,noB_Plate15,ENSMUSG00000029911,0.20218599953011399
23837,noB_Plate15,ENSMUSG00000029915,2.2461334088183302
23838,noB_Plate15,ENSMUSG00000029925,0.9529106640028628
23839,noB_Plate15,ENSMUSG00000029992,-0.90956732314667
23840,noB_Plate15,ENSMUSG00000030000,-4.36476546606432
23841,noB_Plate15,ENSMUSG00000030002,-0.240688712699455
23844,noB_Plate15,ENSMUSG00000030042,-0.353334963779452
23845,noB_Plate15,ENSMUSG00000030067,-0.21587847244804997
23846,noB_Plate15,ENSMUSG00000030077,-1.6195734477893702
23847,noB_Plate15,ENSMUSG00000030082,-0.277573317826718
23848,noB_Plate15,ENSMUSG00000030086,0.51661524225335
23849,noB_Plate15,ENSMUSG00000030091,0.42845546442948995
23850,noB_Plate15,ENSMUSG00000030095,0.31987895850242204
23852,noB_Plate15,ENSMUSG00000030103,-1.4532907945787201
23853,noB_Plate15,ENSMUSG00000030109,2.28231422944859
23855,noB_Plate15,ENSMUSG00000030138,0.339087944688135
23856,noB_Plate15,ENSMUSG00000030142,-0.38284731382612497
23857,noB_Plate15,ENSMUSG00000030144,0.577317340090718
23858,noB_Plate15,ENSMUSG00000030154,1.38953716210109
23859,noB_Plate15,ENSMUSG00000030161,0.263282546567554
23861,noB_Plate15,ENSMUSG00000030231,-0.6680193089653901
23862,noB_Plate15,ENSMUSG00000030254,0.42093808457415605
23863,noB_Plate15,ENSMUSG00000030256,-1.1873532858976599
23864,noB_Plate15,ENSMUSG00000030265,0.524976016786702
23865,noB_Plate15,ENSMUSG00000030272,-0.35404639030358703
23866,noB_Plate15,ENSMUSG00000030314,0.308984191707534
23867,noB_Plate15,ENSMUSG00000030342,-1.22925307534719
23868,noB_Plate15,ENSMUSG00000030365,-2.3668213570361902
23869,noB_Plate15,ENSMUSG00000030380,1.06604467274269
23871,noB_Plate15,ENSMUSG00000030465,-1.3425418395388702
23872,noB_Plate15,ENSMUSG00000030471,0.292773746655683
23874,noB_Plate15,ENSMUSG00000030560,-0.259902836362666
23877,noB_Plate15,ENSMUSG00000030605,-0.5554568761503461
23882,noB_Plate15,ENSMUSG00000030720,-0.49680550776457794
23884,noB_Plate15,ENSMUSG00000030727,-0.48473961446275005
23885,noB_Plate15,ENSMUSG00000030745,0.521069769156305
23886,noB_Plate15,ENSMUSG00000030748,0.6405291688544928
23887,noB_Plate15,ENSMUSG00000030766,0.37059312873130107
23889,noB_Plate15,ENSMUSG00000030774,0.27532255258328003
23890,noB_Plate15,ENSMUSG00000030788,0.50726756678092
23891,noB_Plate15,ENSMUSG00000030795,0.5208004944230651
23892,noB_Plate15,ENSMUSG00000030816,0.42075739403712104
23893,noB_Plate15,ENSMUSG00000030824,-0.6368373520129781
23895,noB_Plate15,ENSMUSG00000030861,-0.39583155180911206
23899,noB_Plate15,ENSMUSG00000031093,-0.27477776892302597
23901,noB_Plate15,ENSMUSG00000031112,0.423308481589814
23902,noB_Plate15,ENSMUSG00000031129,-0.661992548209297
23903,noB_Plate15,ENSMUSG00000031134,-0.21413649095040102
23905,noB_Plate15,ENSMUSG00000031170,-1.5802850196056202
23908,noB_Plate15,ENSMUSG00000031273,-0.6576204393225861
23909,noB_Plate15,ENSMUSG00000031274,-1.01093956794682
23910,noB_Plate15,ENSMUSG00000031304,-0.512115192533192
23911,noB_Plate15,ENSMUSG00000031309,-0.449617853486959
23912,noB_Plate15,ENSMUSG00000031310,-0.381829789342853
23913,noB_Plate15,ENSMUSG00000031328,0.20343324571491897
23915,noB_Plate15,ENSMUSG00000031349,-0.552665638758519
23916,noB_Plate15,ENSMUSG00000031355,-1.1451097190971
23917,noB_Plate15,ENSMUSG00000031387,-0.481488365246556
23918,noB_Plate15,ENSMUSG00000031398,-0.8246312270958671
23919,noB_Plate15,ENSMUSG00000031400,0.213399800164163
23920,noB_Plate15,ENSMUSG00000031433,-0.7150061371644699
23921,noB_Plate15,ENSMUSG00000031447,0.20266203585808198
23922,noB_Plate15,ENSMUSG00000031451,-1.2806210413432901
23924,noB_Plate15,ENSMUSG00000031467,0.21151545459002
23925,noB_Plate15,ENSMUSG00000031482,-1.4146235086538703
23926,noB_Plate15,ENSMUSG00000031485,-0.28794505945712295
23929,noB_Plate15,ENSMUSG00000031527,0.23000167314440198
23930,noB_Plate15,ENSMUSG00000031532,-0.28725192485846696
23931,noB_Plate15,ENSMUSG00000031533,-0.838782232571874
23933,noB_Plate15,ENSMUSG00000031563,0.46482896629995296
23934,noB_Plate15,ENSMUSG00000031586,-0.896953227330647
23935,noB_Plate15,ENSMUSG00000031591,-0.309874130984932
23936,noB_Plate15,ENSMUSG00000031604,-0.686778255312296
23937,noB_Plate15,ENSMUSG00000031609,0.326613630802297
23938,noB_Plate15,ENSMUSG00000031613,0.513214125347021
23939,noB_Plate15,ENSMUSG00000031616,0.497968911118216
23940,noB_Plate15,ENSMUSG00000031627,-0.296153768814537
23941,noB_Plate15,ENSMUSG00000031628,-0.35879284075277
23942,noB_Plate15,ENSMUSG00000031631,-0.370062083134473
23946,noB_Plate15,ENSMUSG00000031712,-0.989465185208585
23947,noB_Plate15,ENSMUSG00000031714,-0.7595237489545171
23948,noB_Plate15,ENSMUSG00000031722,2.00926756322773
23949,noB_Plate15,ENSMUSG00000031730,0.36657218948889597
23950,noB_Plate15,ENSMUSG00000031740,-1.83865771858688
23951,noB_Plate15,ENSMUSG00000031762,-0.467444489042606
23953,noB_Plate15,ENSMUSG00000031767,-0.45973321721970095
23955,noB_Plate15,ENSMUSG00000031781,0.220494407450791
23956,noB_Plate15,ENSMUSG00000031785,-0.418404852004515
23957,noB_Plate15,ENSMUSG00000031786,0.765825041394501
23958,noB_Plate15,ENSMUSG00000031787,0.5036308043212929
23959,noB_Plate15,ENSMUSG00000031789,-0.816609097582108
23960,noB_Plate15,ENSMUSG00000031799,-0.7643778413959879
23963,noB_Plate15,ENSMUSG00000031827,0.30170876689574394
23964,noB_Plate15,ENSMUSG00000031828,-0.6353791206588271
23965,noB_Plate15,ENSMUSG00000031851,0.376502132037654
23966,noB_Plate15,ENSMUSG00000031897,0.267429958636095
23968,noB_Plate15,ENSMUSG00000031974,-0.32075522703946696
23972,noB_Plate15,ENSMUSG00000032000,-0.618905467697636
23973,noB_Plate15,ENSMUSG00000032011,-2.5037043592347
23974,noB_Plate15,ENSMUSG00000032018,-0.897142339886033
23975,noB_Plate15,ENSMUSG00000032058,-0.234346075743655
23977,noB_Plate15,ENSMUSG00000032086,0.27918627748869396
23978,noB_Plate15,ENSMUSG00000032193,-0.580113005031047
23979,noB_Plate15,ENSMUSG00000032204,-0.9101443585800301
23981,noB_Plate15,ENSMUSG00000032231,-0.618494303569962
23982,noB_Plate15,ENSMUSG00000032244,0.296001294664386
23984,noB_Plate15,ENSMUSG00000032265,-1.2745854918814
23985,noB_Plate15,ENSMUSG00000032278,0.8653562912385551
23986,noB_Plate15,ENSMUSG00000032280,0.5813545980355439
23987,noB_Plate15,ENSMUSG00000032281,1.07221452864197
23988,noB_Plate15,ENSMUSG00000032300,0.490234003921391
23990,noB_Plate15,ENSMUSG00000032322,0.51403383413318
23991,noB_Plate15,ENSMUSG00000032369,-1.1681986072935402
23992,noB_Plate15,ENSMUSG00000032370,0.49907645547783397
23993,noB_Plate15,ENSMUSG00000032374,-1.47171212499859
23994,noB_Plate15,ENSMUSG00000032377,-0.931412568770327
23995,noB_Plate15,ENSMUSG00000032382,-0.222703371095426
23996,noB_Plate15,ENSMUSG00000032392,-0.6766873211094101
23997,noB_Plate15,ENSMUSG00000032400,0.267535390752129
23998,noB_Plate15,ENSMUSG00000032403,-0.860164155684696
23999,noB_Plate15,ENSMUSG00000032412,0.31909621015018896
24000,noB_Plate15,ENSMUSG00000032420,2.6662110607605203
24001,noB_Plate15,ENSMUSG00000032436,0.22589627017595604
24002,noB_Plate15,ENSMUSG00000032462,-0.846798878980259
24008,noB_Plate15,ENSMUSG00000032577,0.436149665661359
24010,noB_Plate15,ENSMUSG00000032594,-0.429160044056569
24011,noB_Plate15,ENSMUSG00000032596,-0.3700363179018039
24012,noB_Plate15,ENSMUSG00000032602,-0.537402501032714
24014,noB_Plate15,ENSMUSG00000032633,-0.39690099699710496
24015,noB_Plate15,ENSMUSG00000032666,0.442106239169626
24016,noB_Plate15,ENSMUSG00000032691,2.66536804079453
24017,noB_Plate15,ENSMUSG00000032705,-0.37268746758320004
24018,noB_Plate15,ENSMUSG00000032712,0.31280820058431397
24019,noB_Plate15,ENSMUSG00000032741,0.7704144513973671
24020,noB_Plate15,ENSMUSG00000032754,0.858862220458603
24021,noB_Plate15,ENSMUSG00000032803,0.462340395323861
24022,noB_Plate15,ENSMUSG00000032846,-0.968949735312417
24023,noB_Plate15,ENSMUSG00000032849,0.388523564101568
24024,noB_Plate15,ENSMUSG00000032860,0.884458417381062
24025,noB_Plate15,ENSMUSG00000032875,-0.76429612882772
24026,noB_Plate15,ENSMUSG00000032883,-0.39067895382897205
24027,noB_Plate15,ENSMUSG00000032902,0.209713801658654
24028,noB_Plate15,ENSMUSG00000032905,0.355993178118329
24029,noB_Plate15,ENSMUSG00000032946,0.45879178351529704
24032,noB_Plate15,ENSMUSG00000033105,-0.9612107802722021
24034,noB_Plate15,ENSMUSG00000033192,-0.898339536426229
24036,noB_Plate15,ENSMUSG00000033278,-0.551590888295716
24037,noB_Plate15,ENSMUSG00000033294,0.269102793036019
24038,noB_Plate15,ENSMUSG00000033318,-0.44061804252345504
24039,noB_Plate15,ENSMUSG00000033355,-1.9092814985072
24040,noB_Plate15,ENSMUSG00000033420,-2.28210789180129
24041,noB_Plate15,ENSMUSG00000033436,-0.986436595325583
24042,noB_Plate15,ENSMUSG00000033460,-1.9358115279519998
24043,noB_Plate15,ENSMUSG00000033467,-0.538767952725988
24044,noB_Plate15,ENSMUSG00000033545,0.305291146889682
24046,noB_Plate15,ENSMUSG00000033685,-0.236234449205091
24049,noB_Plate15,ENSMUSG00000033885,-0.29091594615826694
24050,noB_Plate15,ENSMUSG00000033900,-0.677608625225147
24053,noB_Plate15,ENSMUSG00000034022,0.240890355211077
24055,noB_Plate15,ENSMUSG00000034109,-0.292269340163026
24056,noB_Plate15,ENSMUSG00000034116,0.262799206342379
24057,noB_Plate15,ENSMUSG00000034118,-1.78113420293007
24058,noB_Plate15,ENSMUSG00000034156,1.04009466206839
24059,noB_Plate15,ENSMUSG00000034158,-0.546379656410283
24060,noB_Plate15,ENSMUSG00000034160,-0.24834730653047302
24061,noB_Plate15,ENSMUSG00000034164,-0.28498098332363797
24066,noB_Plate15,ENSMUSG00000034310,-0.46292161941372206
24067,noB_Plate15,ENSMUSG00000034330,0.579984848110202
24068,noB_Plate15,ENSMUSG00000034341,-0.595909882095927
24071,noB_Plate15,ENSMUSG00000034361,1.14244095905598
24074,noB_Plate15,ENSMUSG00000034488,-4.1371362425413505
24077,noB_Plate15,ENSMUSG00000034586,-2.9959293945352
24078,noB_Plate15,ENSMUSG00000034595,0.355348265320533
24079,noB_Plate15,ENSMUSG00000034652,0.44604699753481897
24080,noB_Plate15,ENSMUSG00000034707,-0.8239865104550229
24082,noB_Plate15,ENSMUSG00000034709,0.355157711753894
24083,noB_Plate15,ENSMUSG00000034714,0.666382187613641
24084,noB_Plate15,ENSMUSG00000034729,0.247927715852916
24085,noB_Plate15,ENSMUSG00000034757,-0.418758735635731
24086,noB_Plate15,ENSMUSG00000034765,0.913398174660604
24087,noB_Plate15,ENSMUSG00000034789,0.411318601259525
24088,noB_Plate15,ENSMUSG00000034801,-0.390810253544405
24089,noB_Plate15,ENSMUSG00000034833,-0.8758296648667391
24090,noB_Plate15,ENSMUSG00000034845,-1.8042288735948
24091,noB_Plate15,ENSMUSG00000034875,0.210570295524066
24092,noB_Plate15,ENSMUSG00000034993,-0.559039574463908
24093,noB_Plate15,ENSMUSG00000035004,1.14257744493153
24095,noB_Plate15,ENSMUSG00000035049,0.42210797624235796
24096,noB_Plate15,ENSMUSG00000035064,0.47010230489800103
24100,noB_Plate15,ENSMUSG00000035206,0.33052340164384303
24101,noB_Plate15,ENSMUSG00000035227,-0.304541488477401
24102,noB_Plate15,ENSMUSG00000035329,-0.42364046435345004
24103,noB_Plate15,ENSMUSG00000035356,0.595969972234042
24104,noB_Plate15,ENSMUSG00000035443,0.200993079841731
24105,noB_Plate15,ENSMUSG00000035469,-0.907250062628548
24108,noB_Plate15,ENSMUSG00000035596,-0.31530381960948306
24109,noB_Plate15,ENSMUSG00000035614,-0.503205654994503
24110,noB_Plate15,ENSMUSG00000035637,-0.57449128296952
24111,noB_Plate15,ENSMUSG00000035678,-1.65856643165652
24112,noB_Plate15,ENSMUSG00000035697,0.351612819346771
24113,noB_Plate15,ENSMUSG00000035722,0.527375161581904
24115,noB_Plate15,ENSMUSG00000035754,0.20945819242183
24116,noB_Plate15,ENSMUSG00000035776,-0.567773333279169
24117,noB_Plate15,ENSMUSG00000035835,0.627609223159789
24119,noB_Plate15,ENSMUSG00000035929,-0.638170298658725
24120,noB_Plate15,ENSMUSG00000035953,-0.375095961387232
24121,noB_Plate15,ENSMUSG00000035967,-0.49112864434296294
24122,noB_Plate15,ENSMUSG00000036006,0.479545521130577
24124,noB_Plate15,ENSMUSG00000036067,0.895285388209702
24127,noB_Plate15,ENSMUSG00000036172,-2.95406454994008
24129,noB_Plate15,ENSMUSG00000036241,-0.297854325183385
24130,noB_Plate15,ENSMUSG00000036256,-1.6186238820718601
24132,noB_Plate15,ENSMUSG00000036330,-0.813393614183818
24133,noB_Plate15,ENSMUSG00000036352,-0.45538746300796895
24134,noB_Plate15,ENSMUSG00000036356,-1.3984594892323998
24135,noB_Plate15,ENSMUSG00000036381,-0.76604968983537
24136,noB_Plate15,ENSMUSG00000036402,0.274825009200086
24138,noB_Plate15,ENSMUSG00000036452,0.8191854134931229
24140,noB_Plate15,ENSMUSG00000036580,-0.47140262386156395
24141,noB_Plate15,ENSMUSG00000036606,0.706824611134348
24142,noB_Plate15,ENSMUSG00000036611,-0.480809506772868
24144,noB_Plate15,ENSMUSG00000036634,-0.593873156099277
24146,noB_Plate15,ENSMUSG00000036764,1.0350188645424
24148,noB_Plate15,ENSMUSG00000036902,-0.5228177168217929
24149,noB_Plate15,ENSMUSG00000036908,0.6056273750215839
24150,noB_Plate15,ENSMUSG00000036944,-0.7771502778374599
24151,noB_Plate15,ENSMUSG00000036968,-0.326394551289898
24152,noB_Plate15,ENSMUSG00000036975,0.4058512768794829
24154,noB_Plate15,ENSMUSG00000037017,-0.627248903254975
24155,noB_Plate15,ENSMUSG00000037049,-0.6962769586980239
24156,noB_Plate15,ENSMUSG00000037071,-5.549605732545789
24157,noB_Plate15,ENSMUSG00000037104,-0.7255608683583349
24158,noB_Plate15,ENSMUSG00000037161,-3.8965480849451204
24160,noB_Plate15,ENSMUSG00000037275,0.435786887282709
24162,noB_Plate15,ENSMUSG00000037366,-0.8610757260832241
24163,noB_Plate15,ENSMUSG00000037386,-0.8859604667208729
24165,noB_Plate15,ENSMUSG00000037419,0.686768999569345
24167,noB_Plate15,ENSMUSG00000037465,-0.486515220456193
24168,noB_Plate15,ENSMUSG00000037519,0.383911574433859
24170,noB_Plate15,ENSMUSG00000037573,-1.26113720375738
24171,noB_Plate15,ENSMUSG00000037580,-0.520208200719282
24172,noB_Plate15,ENSMUSG00000037636,-0.674742391464419
24173,noB_Plate15,ENSMUSG00000037649,0.276916600049662
24175,noB_Plate15,ENSMUSG00000037730,-0.409744024219205
24176,noB_Plate15,ENSMUSG00000037731,0.7062099174701059
24179,noB_Plate15,ENSMUSG00000037849,-2.90244703050427
24180,noB_Plate15,ENSMUSG00000037868,-2.62651782514143
24183,noB_Plate15,ENSMUSG00000037960,0.5140838715862299
24184,noB_Plate15,ENSMUSG00000037966,0.574544856865994
24185,noB_Plate15,ENSMUSG00000037972,-0.6440467139672261
24186,noB_Plate15,ENSMUSG00000037993,0.41499223991396
24187,noB_Plate15,ENSMUSG00000037996,-3.11866840854034
24188,noB_Plate15,ENSMUSG00000037999,0.767090864984854
24189,noB_Plate15,ENSMUSG00000038000,-0.27494073311092604
24190,noB_Plate15,ENSMUSG00000038119,-1.04447644219093
24191,noB_Plate15,ENSMUSG00000038151,-2.93030819248626
24192,noB_Plate15,ENSMUSG00000038172,-3.1438291108875798
24193,noB_Plate15,ENSMUSG00000038178,0.603493234748944
24194,noB_Plate15,ENSMUSG00000038206,-0.47173543865747897
24195,noB_Plate15,ENSMUSG00000038227,-0.5021251397732079
24196,noB_Plate15,ENSMUSG00000038235,-1.6761572354571102
24197,noB_Plate15,ENSMUSG00000038236,-0.5019961977070649
24199,noB_Plate15,ENSMUSG00000038280,-0.45050684041980393
24200,noB_Plate15,ENSMUSG00000038286,0.39096871238367403
24201,noB_Plate15,ENSMUSG00000038291,-0.562595482853584
24203,noB_Plate15,ENSMUSG00000038312,-0.505676264135729
24207,noB_Plate15,ENSMUSG00000038418,-0.8510649176308671
24208,noB_Plate15,ENSMUSG00000038502,-0.244563866321608
24209,noB_Plate15,ENSMUSG00000038517,0.6841314531310511
24211,noB_Plate15,ENSMUSG00000038594,0.52005707880983
24213,noB_Plate15,ENSMUSG00000038619,-0.21489451580122304
24214,noB_Plate15,ENSMUSG00000038642,0.8207377857756101
24215,noB_Plate15,ENSMUSG00000038648,-1.12267289589114
24217,noB_Plate15,ENSMUSG00000038705,-0.46062847102779203
24218,noB_Plate15,ENSMUSG00000038733,0.254710701427448
24221,noB_Plate15,ENSMUSG00000038843,1.74399130218831
24223,noB_Plate15,ENSMUSG00000038884,-0.8132751929978649
24224,noB_Plate15,ENSMUSG00000038893,0.419350476793769
24225,noB_Plate15,ENSMUSG00000038894,-0.9223606052503909
24226,noB_Plate15,ENSMUSG00000038963,1.1046733905963702
24229,noB_Plate15,ENSMUSG00000039031,-0.482565289950317
24234,noB_Plate15,ENSMUSG00000039109,0.34408944298674504
24236,noB_Plate15,ENSMUSG00000039126,-0.531023618533181
24237,noB_Plate15,ENSMUSG00000039130,-0.36358310122543297
24239,noB_Plate15,ENSMUSG00000039156,0.6279214791298899
24240,noB_Plate15,ENSMUSG00000039158,0.5095798794108299
24241,noB_Plate15,ENSMUSG00000039159,-0.7452057899682979
24242,noB_Plate15,ENSMUSG00000039167,-1.1875043641382501
24244,noB_Plate15,ENSMUSG00000039219,-0.33211587940499104
24245,noB_Plate15,ENSMUSG00000039234,-0.7509597158937951
