,target,log2FoldChange
4770,ENSMUSG00000059498,0.5269243536391
4771,ENSMUSG00000059742,0.38186846372454203
4772,ENSMUSG00000059956,5.2790680547236795
4773,ENSMUSG00000060063,0.35989298750973503
4775,ENSMUSG00000060594,0.373933837380479
4776,ENSMUSG00000060743,0.256852951802379
4777,ENSMUSG00000062082,1.13309504809999
4778,ENSMUSG00000062151,0.293383109485216
4780,ENSMUSG00000062345,3.9861671924480597
4785,ENSMUSG00000064373,0.28213908607725896
4788,ENSMUSG00000066672,1.32397382368644
4789,ENSMUSG00000067714,-0.845306947483373
4790,ENSMUSG00000068566,0.834921462071564
4791,ENSMUSG00000068966,-0.29687606218185
4792,ENSMUSG00000069516,2.2577705782180097
4793,ENSMUSG00000070000,-0.204216881465084
4796,ENSMUSG00000071714,1.00701570685098
4797,ENSMUSG00000072501,0.344213589104093
4798,ENSMUSG00000072949,0.41231191433907705
4799,ENSMUSG00000073008,1.0800141921400699
4800,ENSMUSG00000073412,0.412869648498324
4802,ENSMUSG00000074272,0.578168114320781
4803,ENSMUSG00000075269,-0.5293925388975901
4804,ENSMUSG00000076441,-0.30259070690378603
4805,ENSMUSG00000076617,0.7673212267309358
4807,ENSMUSG00000078452,0.497274399044585
4808,ENSMUSG00000078716,0.831577701201672
4809,ENSMUSG00000078771,0.382875445840896
4813,ENSMUSG00000081817,0.48648140057695394
4815,ENSMUSG00000085995,1.2106000211393702
4816,ENSMUSG00000087201,0.6018109333363111
4817,ENSMUSG00000092572,2.38157225231844
4818,ENSMUSG00000095200,2.0573653831555303
4820,ENSMUSG00000097705,0.824871213886267
4821,ENSMUSG00000097762,0.7825163929466759
4822,ENSMUSG00000097860,0.597543547184165
4824,ENSMUSG00000098112,0.21724653726107396
4825,ENSMUSG00000102142,0.780339533795846
4826,ENSMUSG00000102662,0.45075216524387896
4828,ENSMUSG00000103207,1.12436544348797
4829,ENSMUSG00000103290,0.666461057709346
4830,ENSMUSG00000103546,0.84212874874145
4831,ENSMUSG00000103609,0.572785274009057
4833,ENSMUSG00000104262,0.536981282406744
4834,ENSMUSG00000104339,0.391433702664923
4835,ENSMUSG00000104388,0.626456574817183
4836,ENSMUSG00000105818,1.20890641716258
4837,ENSMUSG00000105987,-0.205532103668712
4838,ENSMUSG00000106847,-0.437412411073415
4839,ENSMUSG00000107595,0.482224933810535
4840,ENSMUSG00000107823,0.88721902089779
4843,ENSMUSG00000109873,1.10802433550149
4844,ENSMUSG00000112805,-0.585478981776044
4845,ENSMUSG00000113649,0.8780487946161031
4846,ENSMUSG00000114555,0.680938340064839
4847,ENSMUSG00000115480,1.86726862401665
4849,ENSMUSG00000000149,-0.22842624336449802
4850,ENSMUSG00000000168,-0.266166264041393
4852,ENSMUSG00000000290,-0.277861293863263
4854,ENSMUSG00000000561,-0.260086066587671
4856,ENSMUSG00000000594,-0.389869968409791
4857,ENSMUSG00000000631,0.37122950010327205
4859,ENSMUSG00000000776,-0.347493907341116
4861,ENSMUSG00000000823,0.35030639227351
4862,ENSMUSG00000000902,-0.20219933870397896
4863,ENSMUSG00000000982,-0.286389020685685
4864,ENSMUSG00000001100,-0.27212585882679396
4867,ENSMUSG00000001157,-0.267077890788667
4868,ENSMUSG00000001380,-0.365906904766595
4870,ENSMUSG00000001436,-0.243538814426703
4872,ENSMUSG00000001482,-0.40434782794454105
4873,ENSMUSG00000001674,-0.33657526033882595
4874,ENSMUSG00000001729,-0.23867745189702
4875,ENSMUSG00000001785,-0.20727646269886899
4878,ENSMUSG00000001865,1.87582126200903
4879,ENSMUSG00000001891,-0.224125783087631
4882,ENSMUSG00000001930,0.535038796872266
4884,ENSMUSG00000002028,0.25996185533221805
4888,ENSMUSG00000002111,-0.20716300919944397
4890,ENSMUSG00000002257,-0.273436587397481
4892,ENSMUSG00000002319,-0.305348480684419
4894,ENSMUSG00000002379,0.29724226152485306
4895,ENSMUSG00000002409,0.5141122617206311
4896,ENSMUSG00000002489,0.29720656021860803
4899,ENSMUSG00000002625,0.37818341415189793
4901,ENSMUSG00000002833,-0.267377215191501
4904,ENSMUSG00000002897,0.248673693518661
4905,ENSMUSG00000002949,-0.292519260042259
4908,ENSMUSG00000002984,-0.241588581539523
4909,ENSMUSG00000002997,-0.31280230527866104
4910,ENSMUSG00000003031,0.7059069108443059
4912,ENSMUSG00000003198,0.539556249605285
4914,ENSMUSG00000003283,-0.259966406860507
4915,ENSMUSG00000003346,-0.264353302649529
4916,ENSMUSG00000003363,-0.263278431984723
4924,ENSMUSG00000003779,-0.22084707317268804
4927,ENSMUSG00000003848,-0.294971334825472
4929,ENSMUSG00000003955,-0.251227285181015
4930,ENSMUSG00000004069,-0.236186364241267
4931,ENSMUSG00000004099,0.224425872876109
4932,ENSMUSG00000004100,-0.340993908755837
4935,ENSMUSG00000004266,-0.22029705656298398
4936,ENSMUSG00000004393,-0.218890244776088
4937,ENSMUSG00000004394,-0.206896838959377
4944,ENSMUSG00000004897,-0.26021534002594604
4945,ENSMUSG00000004929,-0.210774216938583
4946,ENSMUSG00000004936,-0.29955651565089797
4948,ENSMUSG00000005125,-0.306985949330906
4951,ENSMUSG00000005378,-0.21675927494282501
4953,ENSMUSG00000005442,0.34737054583108595
4955,ENSMUSG00000005566,-0.280223630669399
4957,ENSMUSG00000005621,0.29885003930197496
4959,ENSMUSG00000005846,-0.232545647868591
4960,ENSMUSG00000005886,0.30702016582152897
4961,ENSMUSG00000006179,-0.275755793404841
4965,ENSMUSG00000006360,0.350137966225505
4966,ENSMUSG00000006398,-0.221640942164445
4967,ENSMUSG00000006442,-0.21690350588812302
4968,ENSMUSG00000006471,0.39192219788737603
4972,ENSMUSG00000006731,-0.24073087509229601
4974,ENSMUSG00000007029,-0.262618772760216
4975,ENSMUSG00000007036,-0.350017253339535
4976,ENSMUSG00000007039,-0.45990608836159297
4977,ENSMUSG00000007080,0.259783800971606
4981,ENSMUSG00000007613,0.354513114313823
4982,ENSMUSG00000007817,0.22665763235667397
4985,ENSMUSG00000007891,-0.249292188351595
4987,ENSMUSG00000007908,0.22157790993683105
4988,ENSMUSG00000008035,-0.269317956448401
4991,ENSMUSG00000008730,0.236115636300302
4993,ENSMUSG00000009293,-0.36634089824095795
4994,ENSMUSG00000009350,-0.47199584505437203
4997,ENSMUSG00000009566,-0.29080490913088697
4998,ENSMUSG00000009575,0.33932550996428995
4999,ENSMUSG00000009630,-0.270186350099202
5000,ENSMUSG00000009772,-0.3803268256118789
5002,ENSMUSG00000009907,-0.21103821213272103
5007,ENSMUSG00000010392,0.254447983570094
5011,ENSMUSG00000013465,-0.25899866324689297
5013,ENSMUSG00000013846,0.49458070530906895
5016,ENSMUSG00000014349,-0.24030760997261102
5018,ENSMUSG00000014496,0.208586516785416
5019,ENSMUSG00000014859,-0.232264992337159
5022,ENSMUSG00000015002,0.21699436245564396
5023,ENSMUSG00000015133,0.20666313404928
5029,ENSMUSG00000015749,-0.24480842393182103
5030,ENSMUSG00000015837,-0.231271652565477
5031,ENSMUSG00000015889,-0.25458774871843104
5032,ENSMUSG00000015937,-0.29618983069774396
5035,ENSMUSG00000016257,-0.317377273138853
5036,ENSMUSG00000016528,-0.31369836114147903
5037,ENSMUSG00000016664,-0.283743484776986
5039,ENSMUSG00000016933,0.536628104607129
5040,ENSMUSG00000017119,0.268724050452478
5042,ENSMUSG00000017146,0.28382573214169604
5044,ENSMUSG00000017221,-0.347397980069518
5046,ENSMUSG00000017291,0.323096932879732
5048,ENSMUSG00000017677,-0.285862734268851
5050,ENSMUSG00000017721,0.24031448883067702
5051,ENSMUSG00000017801,-0.318013389060957
5054,ENSMUSG00000018169,-0.352043104570159
5056,ENSMUSG00000018378,0.580520156911099
5057,ENSMUSG00000018446,-0.20448254883906397
5058,ENSMUSG00000018476,0.483713067902195
5059,ENSMUSG00000018547,0.63508398190745
5060,ENSMUSG00000018583,-0.21985050878424697
5061,ENSMUSG00000018585,0.309602961046135
5064,ENSMUSG00000018707,0.24641828690861103
5066,ENSMUSG00000018774,-0.3740503605980539
5068,ENSMUSG00000018882,-0.24895973550273395
5072,ENSMUSG00000019139,-0.218337665477823
5073,ENSMUSG00000019173,0.331896178890432
5075,ENSMUSG00000019261,-0.298461786368289
5076,ENSMUSG00000019297,-0.26666475729081696
5077,ENSMUSG00000019370,0.24364818087868303
5078,ENSMUSG00000019428,-0.20135963897745396
5080,ENSMUSG00000019470,-0.263239243037394
5081,ENSMUSG00000019518,0.234670784550662
5082,ENSMUSG00000019768,0.43780102093648404
5083,ENSMUSG00000019777,-0.29036299854125797
5085,ENSMUSG00000019820,0.317330508799017
5088,ENSMUSG00000019977,-0.29572618377157
5089,ENSMUSG00000019979,0.23488054768839
5090,ENSMUSG00000019990,0.916958106587967
5091,ENSMUSG00000020009,-0.20419525816855102
5093,ENSMUSG00000020029,-0.323697198465094
5094,ENSMUSG00000020079,-0.34034820574583696
5095,ENSMUSG00000020087,-0.29788800397326304
5096,ENSMUSG00000020143,0.24306955079504602
5098,ENSMUSG00000020160,0.311979308262818
5099,ENSMUSG00000020180,-0.228919448418472
5100,ENSMUSG00000020220,0.306973368589588
5101,ENSMUSG00000020227,-0.45999611949846797
5102,ENSMUSG00000020231,0.782373497775315
5103,ENSMUSG00000020235,-0.42379460002007
5104,ENSMUSG00000020238,-0.351934998089315
5108,ENSMUSG00000020277,-0.530672803301226
5109,ENSMUSG00000020307,-0.334446303771675
5110,ENSMUSG00000020315,0.311805784991559
5112,ENSMUSG00000020346,-0.303800923575717
5117,ENSMUSG00000020392,-0.21634567935222898
5118,ENSMUSG00000020399,1.0699669749889
5119,ENSMUSG00000020420,0.587978695694149
5121,ENSMUSG00000020473,-0.43612041418462
5122,ENSMUSG00000020496,-0.30636895252224394
5123,ENSMUSG00000020514,0.31819537169175505
5124,ENSMUSG00000020530,-0.29772257867526597
5125,ENSMUSG00000020534,-0.215552136494367
5127,ENSMUSG00000020549,-0.24673805618271
5128,ENSMUSG00000020564,0.202029969657618
5129,ENSMUSG00000020572,-0.361073072790051
5130,ENSMUSG00000020573,0.23516696769961604
5131,ENSMUSG00000020576,0.341748721192766
5133,ENSMUSG00000020594,0.262570452380036
5134,ENSMUSG00000020604,0.6965653262850829
5135,ENSMUSG00000020610,0.485051928363176
5138,ENSMUSG00000020680,0.7580027413922908
5140,ENSMUSG00000020692,-0.251812442715306
5141,ENSMUSG00000020715,0.217587241279369
5144,ENSMUSG00000020739,-0.22839537104064103
5145,ENSMUSG00000020766,-0.241822807730581
5147,ENSMUSG00000020841,0.27714175452542
5148,ENSMUSG00000020869,-0.29615182176493604
5150,ENSMUSG00000020964,0.205556030352468
5154,ENSMUSG00000021109,-0.215771264124016
5155,ENSMUSG00000021171,0.276290314215617
5157,ENSMUSG00000021178,-0.25862295106335
5160,ENSMUSG00000021188,0.258361837538501
5161,ENSMUSG00000021189,0.367789169665445
5162,ENSMUSG00000021190,0.8562215858010779
5165,ENSMUSG00000021244,0.21775071258739198
5166,ENSMUSG00000021250,-1.0030578633704699
5172,ENSMUSG00000021400,-0.627621384515151
5173,ENSMUSG00000021408,-0.217688220792882
5181,ENSMUSG00000021569,-0.213809584764065
5183,ENSMUSG00000021595,-0.293595902162642
5185,ENSMUSG00000021624,0.511180622112979
5186,ENSMUSG00000021650,-0.260003538623708
5187,ENSMUSG00000021676,0.40698906001893603
5188,ENSMUSG00000021693,0.263913075226847
5190,ENSMUSG00000021709,0.272194435412856
5192,ENSMUSG00000021728,-0.278448683154501
5193,ENSMUSG00000021732,-0.749025702356565
5194,ENSMUSG00000021754,0.442184554095234
5195,ENSMUSG00000021764,0.25041741438287
5199,ENSMUSG00000021820,0.248356830263609
5202,ENSMUSG00000021951,0.318554711359642
5204,ENSMUSG00000021962,0.277588398121845
5205,ENSMUSG00000021963,-0.396200205412779
5211,ENSMUSG00000022124,0.33389339374322896
5213,ENSMUSG00000022139,0.238986406599306
5214,ENSMUSG00000022141,0.23216671985073303
5217,ENSMUSG00000022160,-0.310242144341253
5218,ENSMUSG00000022175,-0.222210049023927
5219,ENSMUSG00000022185,0.20176236368549696
5220,ENSMUSG00000022201,0.21260593095201
5224,ENSMUSG00000022314,-0.313945458408618
5225,ENSMUSG00000022338,0.340356804118816
5226,ENSMUSG00000022354,0.289544535191442
5229,ENSMUSG00000022385,-0.31335123205548804
5233,ENSMUSG00000022407,-0.3708470935017879
5235,ENSMUSG00000022443,0.244076575496577
5237,ENSMUSG00000022476,-0.260057409709438
5239,ENSMUSG00000022516,-0.250172690815827
5242,ENSMUSG00000022553,-0.20773590173242698
5243,ENSMUSG00000022554,-0.395830146168866
5244,ENSMUSG00000022565,0.25811128367375197
5245,ENSMUSG00000022575,-0.20577974083003397
5247,ENSMUSG00000022634,-0.232202664095164
5249,ENSMUSG00000022685,-0.207480453831284
5250,ENSMUSG00000022702,0.5501424346768721
5251,ENSMUSG00000022721,-0.254953094807295
5256,ENSMUSG00000022799,0.34530021885044704
5257,ENSMUSG00000022801,0.454555696601135
5263,ENSMUSG00000022952,0.384827893739614
5266,ENSMUSG00000022962,-0.213576667594377
5268,ENSMUSG00000022982,0.345253622133084
5270,ENSMUSG00000023026,0.251402245508513
5271,ENSMUSG00000023051,-0.3646007316378
5272,ENSMUSG00000023067,-0.4073902909267729
5274,ENSMUSG00000023118,0.31123061532986795
5275,ENSMUSG00000023345,-0.265695760067903
5276,ENSMUSG00000023393,-0.23673724464056398
5277,ENSMUSG00000023456,-0.201737361109154
5278,ENSMUSG00000023827,-0.24955092261687198
5279,ENSMUSG00000023908,-0.42650210682021705
5280,ENSMUSG00000023942,-0.264887322742295
5283,ENSMUSG00000023994,0.5176100730874771
5284,ENSMUSG00000024012,-0.258745921668562
5285,ENSMUSG00000024053,-0.256554071118815
5287,ENSMUSG00000024063,0.7462866208214781
5290,ENSMUSG00000024091,-0.277917185017199
5291,ENSMUSG00000024095,-0.363822060227894
5293,ENSMUSG00000024286,0.210924680342395
5295,ENSMUSG00000024339,-0.29515085978498196
5298,ENSMUSG00000024392,0.202671042463127
5299,ENSMUSG00000024422,-0.30298708686177506
5300,ENSMUSG00000024423,0.21432380019080802
5301,ENSMUSG00000024427,0.632850142042988
5302,ENSMUSG00000024429,-0.283950811504074
5304,ENSMUSG00000024456,0.20403173185080103
5305,ENSMUSG00000024462,1.3905172133254298
5306,ENSMUSG00000024483,0.212660640669965
5309,ENSMUSG00000024527,-0.256097871685244
5310,ENSMUSG00000024542,0.22722349906806896
5313,ENSMUSG00000024604,-0.29366395009858
5315,ENSMUSG00000024639,0.31072308404938204
5318,ENSMUSG00000024791,-0.23545198006907803
5320,ENSMUSG00000024816,-0.338558385153651
5323,ENSMUSG00000024896,-0.265002398323814
5324,ENSMUSG00000024899,-0.442870335802415
5325,ENSMUSG00000024908,0.21994632682698198
5326,ENSMUSG00000024927,-0.22543757349043803
5331,ENSMUSG00000024975,-0.272528211403873
5334,ENSMUSG00000025025,-0.361517002412299
5335,ENSMUSG00000025050,-0.41266387279044797
5344,ENSMUSG00000025224,0.213300477949049
5346,ENSMUSG00000025323,0.558087957381592
5349,ENSMUSG00000025358,-0.28029315413244604
5351,ENSMUSG00000025366,-0.22204859128358603
5352,ENSMUSG00000025369,0.247123011583493
5354,ENSMUSG00000025422,0.277450044614427
5356,ENSMUSG00000025485,-0.355067673533502
5358,ENSMUSG00000025531,0.36190171585154796
5360,ENSMUSG00000025555,0.6342791031578779
5361,ENSMUSG00000025571,0.26389688982847104
5364,ENSMUSG00000025732,-0.38756774694781
5366,ENSMUSG00000025790,-0.38614572699530897
5367,ENSMUSG00000025791,-0.311354530581259
5368,ENSMUSG00000025823,-0.22918794921264102
5370,ENSMUSG00000025871,-0.305505230444949
5373,ENSMUSG00000025903,-0.34975130354922895
5378,ENSMUSG00000026003,-0.23146091556594603
5381,ENSMUSG00000026031,0.313348404843864
5383,ENSMUSG00000026141,0.22344532666786399
5384,ENSMUSG00000026158,-0.249706789021073
5385,ENSMUSG00000026177,-0.306218160158374
5386,ENSMUSG00000026187,0.410224040680491
5387,ENSMUSG00000026196,0.31622630133822305
5389,ENSMUSG00000026219,0.26658137792951897
5391,ENSMUSG00000026235,-0.465835966534998
5392,ENSMUSG00000026245,-0.200126756241147
5393,ENSMUSG00000026279,-0.37399643934438104
5395,ENSMUSG00000026307,0.235923975712834
5397,ENSMUSG00000026349,0.221429743812369
5399,ENSMUSG00000026357,0.343298798754102
5400,ENSMUSG00000026377,-0.321535442723903
5403,ENSMUSG00000026436,0.22611658089671602
5412,ENSMUSG00000026656,-0.26291443280570703
5413,ENSMUSG00000026687,-0.24338914533436898
5414,ENSMUSG00000026694,-0.400618909276165
5417,ENSMUSG00000026786,0.24839882613608902
5420,ENSMUSG00000026833,-0.540457962173605
5421,ENSMUSG00000026842,0.248393310448552
5422,ENSMUSG00000026872,0.231986826681766
5423,ENSMUSG00000026883,0.251075861754176
5424,ENSMUSG00000026895,0.226971371627951
5428,ENSMUSG00000026933,0.32006605637461
5429,ENSMUSG00000026987,0.21609189496732298
5431,ENSMUSG00000027035,0.221270185664298
5433,ENSMUSG00000027086,0.37369568847062296
5436,ENSMUSG00000027130,0.361908573302063
5438,ENSMUSG00000027134,-0.43033417990838496
5447,ENSMUSG00000027339,0.432184338053444
5448,ENSMUSG00000027340,0.35327847723124495
5449,ENSMUSG00000027357,-0.31546055895696995
5454,ENSMUSG00000027452,-0.39848857424583295
5455,ENSMUSG00000027506,-0.273898173795174
5456,ENSMUSG00000027509,-0.292952418869221
5458,ENSMUSG00000027620,-0.27967864082508503
5459,ENSMUSG00000027630,0.212668805947938
5460,ENSMUSG00000027642,-0.206781472244672
5461,ENSMUSG00000027660,0.40069375907612703
5462,ENSMUSG00000027667,-0.325175704304468
5468,ENSMUSG00000027854,0.366116929652789
5469,ENSMUSG00000027858,0.274081084111841
5470,ENSMUSG00000027884,-0.21731789907197402
5471,ENSMUSG00000027905,-0.31497866668303304
5472,ENSMUSG00000027907,0.517300818718339
5473,ENSMUSG00000027936,0.371939098848726
5475,ENSMUSG00000027968,-0.28530079873967895
5480,ENSMUSG00000028032,-0.310997163152523
5481,ENSMUSG00000028049,-0.21530267042263898
5483,ENSMUSG00000028059,0.243495807483588
5484,ENSMUSG00000028063,-0.6328922824482729
5488,ENSMUSG00000028124,-0.25226244389896696
5489,ENSMUSG00000028191,-0.32602230915332203
5490,ENSMUSG00000028211,0.47866665642800604
5491,ENSMUSG00000028233,-0.256654563085385
5496,ENSMUSG00000028367,0.22326209912868303
5497,ENSMUSG00000028378,0.3362933295809
5500,ENSMUSG00000028438,0.321928158915759
5502,ENSMUSG00000028468,0.283966710078353
5503,ENSMUSG00000028497,1.0180345335046899
5504,ENSMUSG00000028528,0.325458073423503
5507,ENSMUSG00000028609,0.276726240874115
5509,ENSMUSG00000028645,-0.624482579743334
5510,ENSMUSG00000028649,0.327123013856547
5512,ENSMUSG00000028670,-0.20238000307739998
5515,ENSMUSG00000028719,-0.283286906829033
5516,ENSMUSG00000028743,-0.28926618293469203
5518,ENSMUSG00000028763,0.6580116694629721
5519,ENSMUSG00000028788,-0.22724850759850698
5520,ENSMUSG00000028793,-0.332964449695383
5521,ENSMUSG00000028811,-0.242430366724929
5524,ENSMUSG00000028889,-0.37447497111987205
5526,ENSMUSG00000028923,-0.264120173207798
5529,ENSMUSG00000028973,-0.37562115189803796
5530,ENSMUSG00000029009,0.5990738465187709
5531,ENSMUSG00000029036,-0.274551998339016
5532,ENSMUSG00000029050,0.437135306492726
5533,ENSMUSG00000029096,-1.2335150351005402
5534,ENSMUSG00000029119,0.22418168508957997
5535,ENSMUSG00000029147,-0.226748234927388
5537,ENSMUSG00000029234,-0.222745236156727
5538,ENSMUSG00000029311,0.41013386584753103
5539,ENSMUSG00000029319,-0.26688148176189297
5540,ENSMUSG00000029326,-0.27844662398172304
5544,ENSMUSG00000029447,-0.22447954155572797
5545,ENSMUSG00000029455,-0.22110548597763396
5548,ENSMUSG00000029507,-0.34160931888795504
5549,ENSMUSG00000029516,0.21754916343206
5550,ENSMUSG00000029547,0.242210115463289
5554,ENSMUSG00000029617,-0.21733632296276503
5556,ENSMUSG00000029623,0.28585508425841805
5557,ENSMUSG00000029625,-0.300265142242839
5560,ENSMUSG00000029635,-0.251159312804865
5565,ENSMUSG00000029714,0.40556902756778
5566,ENSMUSG00000029716,-0.971990010569423
5568,ENSMUSG00000029730,-0.23148172180831303
5569,ENSMUSG00000029777,-0.22934874009613504
5570,ENSMUSG00000029782,-0.21747038974493202
5572,ENSMUSG00000029919,0.5095560512584579
5573,ENSMUSG00000029920,0.294545582092633
5574,ENSMUSG00000030016,0.46914891683959997
5575,ENSMUSG00000030036,-0.369265156208139
5576,ENSMUSG00000030045,-0.228759794550224
5578,ENSMUSG00000030062,-0.36552595890275796
5581,ENSMUSG00000030095,-0.431311700181061
5584,ENSMUSG00000030142,-0.31419470417927
5585,ENSMUSG00000030161,-0.325640229418793
5587,ENSMUSG00000030189,-0.249927818663781
5590,ENSMUSG00000030216,-0.290821638217483
5591,ENSMUSG00000030224,-0.24831151140821603
5593,ENSMUSG00000030287,0.49898390770615897
5595,ENSMUSG00000030313,0.5363964762789629
5596,ENSMUSG00000030315,0.315123056098631
5600,ENSMUSG00000030403,-0.4201069434188279
5601,ENSMUSG00000030410,-0.49306035915378005
5602,ENSMUSG00000030421,-0.344843800795462
5603,ENSMUSG00000030435,0.35046337574924297
5605,ENSMUSG00000030465,0.26436197764324
5611,ENSMUSG00000030604,0.5607211635703481
5615,ENSMUSG00000030660,0.32734928534784996
5616,ENSMUSG00000030678,-0.280478259505688
5619,ENSMUSG00000030695,-0.402628612309237
5620,ENSMUSG00000030704,-0.306311233181847
5623,ENSMUSG00000030753,-0.256294458279694
5625,ENSMUSG00000030811,0.548128759118662
5626,ENSMUSG00000030824,-0.214183726264189
5627,ENSMUSG00000030826,-0.21662332388833605
5629,ENSMUSG00000030921,0.330704351062427
5630,ENSMUSG00000030930,0.45347293309330106
5631,ENSMUSG00000030942,-0.306542978736281
5633,ENSMUSG00000030990,-0.20143229360677997
5635,ENSMUSG00000031023,-0.22704509548118598
5641,ENSMUSG00000031273,0.26865176657639606
5642,ENSMUSG00000031309,0.3818897042171989
5645,ENSMUSG00000031358,-0.21554512244571
5646,ENSMUSG00000031392,-0.21102184112539998
5649,ENSMUSG00000031467,-0.27543386933829
5650,ENSMUSG00000031482,-0.207785222002865
5654,ENSMUSG00000031532,-0.24170259390762602
5655,ENSMUSG00000031534,-0.42276404460387895
5656,ENSMUSG00000031577,-0.35343548239591704
5657,ENSMUSG00000031584,-0.38843785959236204
5658,ENSMUSG00000031592,0.20026312825156498
5659,ENSMUSG00000031631,0.27994954931298
5662,ENSMUSG00000031660,-0.20536367231070604
5663,ENSMUSG00000031667,-0.505151338350363
5665,ENSMUSG00000031691,0.41496318610541
5667,ENSMUSG00000031722,-0.6003967505122729
5671,ENSMUSG00000031822,0.299272619162672
5673,ENSMUSG00000031925,1.35917599946345
5675,ENSMUSG00000031967,-0.314115732121763
5676,ENSMUSG00000031982,0.41248760628750397
5677,ENSMUSG00000031988,-0.374746520977647
5679,ENSMUSG00000032042,-0.23316187452142
5682,ENSMUSG00000032114,-0.274882809447176
5686,ENSMUSG00000032231,-0.24137348960844
5688,ENSMUSG00000032244,0.254426092066411
5690,ENSMUSG00000032278,-0.44955459788429997
5691,ENSMUSG00000032293,0.22238742981230397
5692,ENSMUSG00000032294,-0.484188437298745
5696,ENSMUSG00000032349,-0.367792395427634
5697,ENSMUSG00000032366,-0.28142679319708697
5699,ENSMUSG00000032370,-0.509392080463902
5704,ENSMUSG00000032402,0.35525285493357206
5706,ENSMUSG00000032431,-0.284683834786545
5707,ENSMUSG00000032434,-0.30588372537604397
5709,ENSMUSG00000032479,0.22548874882436104
5711,ENSMUSG00000032554,-0.536837735441562
5713,ENSMUSG00000032580,0.20638845523861102
5716,ENSMUSG00000032698,-0.297931399874484
5718,ENSMUSG00000032741,0.46889568881752797
5720,ENSMUSG00000032883,-0.324694240305397
5721,ENSMUSG00000032902,-0.24255132620624104
5722,ENSMUSG00000032905,-0.342572776276431
5724,ENSMUSG00000032946,0.259009717606214
5726,ENSMUSG00000032965,-0.311271792814329
5729,ENSMUSG00000033039,0.44399439023211407
5730,ENSMUSG00000033047,-0.201303643886652
5731,ENSMUSG00000033075,0.228498446117954
5732,ENSMUSG00000033096,-0.210751127324602
5734,ENSMUSG00000033184,-0.21846517578221
5736,ENSMUSG00000033237,0.280332031105481
5737,ENSMUSG00000033253,0.220739467678812
5738,ENSMUSG00000033272,-0.233360638497823
5739,ENSMUSG00000033306,0.401435593510842
5740,ENSMUSG00000033326,0.48462916950514795
5743,ENSMUSG00000033396,0.22811867957895998
5744,ENSMUSG00000033454,0.23406787221107897
5745,ENSMUSG00000033458,0.674315681660316
5746,ENSMUSG00000033487,0.273019153905562
5749,ENSMUSG00000033706,-0.34267056501889304
5750,ENSMUSG00000033713,0.21570787641171998
5751,ENSMUSG00000033900,0.32585299205011
5752,ENSMUSG00000033952,0.297931298725419
5754,ENSMUSG00000034109,0.267938150837135
5758,ENSMUSG00000034165,-0.284025342834138
5762,ENSMUSG00000034271,-0.601713932080103
5763,ENSMUSG00000034290,0.27564332885604304
5765,ENSMUSG00000034329,0.296493007160136
5768,ENSMUSG00000034401,0.441904263116728
5770,ENSMUSG00000034518,0.313255559960004
5773,ENSMUSG00000034593,0.25717478870870897
5775,ENSMUSG00000034610,0.23508527582817498
5779,ENSMUSG00000034681,-0.21195121478107798
5781,ENSMUSG00000034758,-0.318765617919264
5782,ENSMUSG00000034771,-0.915465191512386
5785,ENSMUSG00000034833,0.237853275122496
5788,ENSMUSG00000034926,0.329767877688262
5790,ENSMUSG00000035027,-0.229542907068162
5792,ENSMUSG00000035173,0.249526073870525
5793,ENSMUSG00000035181,0.28191530780428803
5794,ENSMUSG00000035202,0.784986313605877
5796,ENSMUSG00000035310,0.51858604725177
5799,ENSMUSG00000035596,-0.25138157230139396
5800,ENSMUSG00000035621,0.201963284559845
5801,ENSMUSG00000035637,-0.490664478459519
5802,ENSMUSG00000035722,0.325110968139568
5805,ENSMUSG00000035772,-0.247487092852694
5806,ENSMUSG00000035798,0.453005109758874
5807,ENSMUSG00000035835,-0.274228310427557
5810,ENSMUSG00000035901,0.25862550067461604
5812,ENSMUSG00000036006,0.25731252374450303
5815,ENSMUSG00000036112,-0.30512215537399606
5818,ENSMUSG00000036199,0.26925640484763297
5823,ENSMUSG00000036371,-0.21864582622777698
5824,ENSMUSG00000036427,-0.25893995844031
5825,ENSMUSG00000036450,0.43780460340109295
5827,ENSMUSG00000036550,0.224951329843203
5828,ENSMUSG00000036591,0.44650189573321797
5829,ENSMUSG00000036620,-0.41792538722113
5830,ENSMUSG00000036634,-0.491960923337541
5831,ENSMUSG00000036636,0.38837007887827
5833,ENSMUSG00000036698,0.20647108136210698
5836,ENSMUSG00000036879,0.268805896008006
5838,ENSMUSG00000036943,0.21522714254597797
5839,ENSMUSG00000037029,0.245828005389283
5840,ENSMUSG00000037111,0.262345652751812
5841,ENSMUSG00000037149,-0.211206962010991
5842,ENSMUSG00000037204,-0.275837291126086
5843,ENSMUSG00000037211,-0.591417839177523
5844,ENSMUSG00000037235,0.265363651609351
5845,ENSMUSG00000037270,0.33558289558875704
5846,ENSMUSG00000037286,0.28021130707471603
5847,ENSMUSG00000037306,-0.28686274766337
5848,ENSMUSG00000037351,-0.22616590218614002
5849,ENSMUSG00000037369,0.28788456088695896
5852,ENSMUSG00000037386,0.314867295675195
5855,ENSMUSG00000037552,0.520358710440343
5858,ENSMUSG00000037706,-0.368620656179258
5860,ENSMUSG00000037857,0.22053630081094197
