,target,log2FoldChange
602,ENSMUSG00000034595,0.36375297269914003
603,ENSMUSG00000034610,0.214645098953995
604,ENSMUSG00000034640,-0.367483688377749
605,ENSMUSG00000034652,-0.44069296810407504
606,ENSMUSG00000034707,0.351797949435322
607,ENSMUSG00000034708,-0.22681164564667802
608,ENSMUSG00000034765,0.430421775378561
609,ENSMUSG00000034793,-0.279222452435602
610,ENSMUSG00000034833,-0.44120977719709503
611,ENSMUSG00000034867,-0.24443160362234
612,ENSMUSG00000034903,1.0154397359637501
614,ENSMUSG00000034957,-0.41337119942047
616,ENSMUSG00000035049,-0.341414810283987
617,ENSMUSG00000035093,0.238348599298736
618,ENSMUSG00000035105,-0.32304107062759196
619,ENSMUSG00000035131,2.19629194172476
620,ENSMUSG00000035165,-0.7641575972621791
625,ENSMUSG00000035378,-0.362452988480583
626,ENSMUSG00000035493,-0.610805276563624
627,ENSMUSG00000035545,-0.207057225098437
629,ENSMUSG00000035649,0.416066246224252
630,ENSMUSG00000035778,0.33644093133940994
631,ENSMUSG00000035835,-0.301115270633253
632,ENSMUSG00000035845,0.45274334765718793
633,ENSMUSG00000036019,1.02342066382108
634,ENSMUSG00000036040,3.20289635023319
636,ENSMUSG00000036067,0.32812721237979303
637,ENSMUSG00000036144,4.54824622631613
641,ENSMUSG00000036330,1.16426504620953
642,ENSMUSG00000036356,-0.524278000082583
643,ENSMUSG00000036402,-0.21415480347997698
644,ENSMUSG00000036452,-0.513675303841169
645,ENSMUSG00000036499,0.28089388817592104
647,ENSMUSG00000036599,-0.22118193973533198
649,ENSMUSG00000036737,0.356375555540137
650,ENSMUSG00000036918,-0.37023789326434003
651,ENSMUSG00000036944,-0.5735961398306361
656,ENSMUSG00000037161,0.778865768914546
658,ENSMUSG00000037211,0.823678823170778
659,ENSMUSG00000037235,0.34521954990940995
660,ENSMUSG00000037242,0.256015719495081
661,ENSMUSG00000037243,-0.380532654602953
662,ENSMUSG00000037366,-0.677610439728171
663,ENSMUSG00000037386,0.288880903374804
664,ENSMUSG00000037419,0.237183230436391
666,ENSMUSG00000037432,1.1017558385605
667,ENSMUSG00000037466,0.448376099860349
669,ENSMUSG00000037640,0.481384093849874
670,ENSMUSG00000037656,-0.327580496159021
671,ENSMUSG00000037679,-0.319983986117223
673,ENSMUSG00000037849,1.3970928717028999
674,ENSMUSG00000037857,-0.220206431100882
676,ENSMUSG00000037913,-0.46483710550190294
677,ENSMUSG00000037936,-0.27701950836343503
678,ENSMUSG00000037972,0.744556439261515
679,ENSMUSG00000037993,-0.21846134729879801
680,ENSMUSG00000038014,-0.23548259760857998
681,ENSMUSG00000038119,0.7158216606507979
683,ENSMUSG00000038253,0.482123741446293
684,ENSMUSG00000038291,0.486810885592719
685,ENSMUSG00000038312,-0.24831316602866002
687,ENSMUSG00000038370,-0.724963340054367
688,ENSMUSG00000038576,1.30101692067737
689,ENSMUSG00000038604,-0.23348961333820398
691,ENSMUSG00000038637,0.609982023282254
693,ENSMUSG00000038648,-0.5549808128456689
694,ENSMUSG00000038668,0.8584978576822769
695,ENSMUSG00000038712,-0.23473874587231
696,ENSMUSG00000038733,0.21633811855412
699,ENSMUSG00000039031,0.522517960629235
700,ENSMUSG00000039109,-0.43303476390435597
701,ENSMUSG00000039126,0.6083165024303709
702,ENSMUSG00000039145,1.01664269212737
705,ENSMUSG00000039167,0.271962721653876
707,ENSMUSG00000039234,-0.4031216063714989
708,ENSMUSG00000039254,-0.298912664761223
709,ENSMUSG00000039298,0.23143568288395103
712,ENSMUSG00000039497,0.493126739537865
714,ENSMUSG00000039578,1.75055813871737
716,ENSMUSG00000039713,0.813537363343679
722,ENSMUSG00000039891,1.9927976743312499
724,ENSMUSG00000039936,0.225516702959873
726,ENSMUSG00000039959,0.36725993410797997
727,ENSMUSG00000039967,0.23005389086746397
728,ENSMUSG00000039997,0.673254739696447
729,ENSMUSG00000040003,1.05358988841905
730,ENSMUSG00000040010,-0.34452123672607304
731,ENSMUSG00000040219,2.0009412687707
732,ENSMUSG00000040247,0.296125090273336
733,ENSMUSG00000040254,1.7061808872575701
734,ENSMUSG00000040314,-0.3441405481726161
737,ENSMUSG00000040387,-0.499770034672399
740,ENSMUSG00000040592,0.39115009680453705
741,ENSMUSG00000040613,-0.275541867793659
742,ENSMUSG00000040681,0.221785407341909
744,ENSMUSG00000040713,-0.260682902633227
746,ENSMUSG00000040747,-0.31625407190658195
747,ENSMUSG00000040785,0.225047038774311
748,ENSMUSG00000040856,1.58422912516631
749,ENSMUSG00000040907,-0.443132150468935
754,ENSMUSG00000041133,0.207480377020032
755,ENSMUSG00000041187,0.32622358119671
756,ENSMUSG00000041225,0.6427139037065551
762,ENSMUSG00000041468,0.25866231180119
763,ENSMUSG00000041488,-0.5786594414358511
765,ENSMUSG00000041695,-0.474266932228283
766,ENSMUSG00000041703,0.97796576901025
767,ENSMUSG00000041707,0.763086052617181
769,ENSMUSG00000042042,-0.38536357897023904
771,ENSMUSG00000042082,0.327556162395873
773,ENSMUSG00000042207,0.227359030786744
774,ENSMUSG00000042215,-0.23088293119448397
780,ENSMUSG00000042613,0.5362504633954821
781,ENSMUSG00000042626,-0.320836797259331
782,ENSMUSG00000042694,0.587776368241932
784,ENSMUSG00000042817,0.21369484089311802
785,ENSMUSG00000043004,0.288458280646847
786,ENSMUSG00000043008,0.406078738555666
787,ENSMUSG00000043017,-0.4666512435164721
788,ENSMUSG00000043263,0.449063450678124
789,ENSMUSG00000043421,1.3947595900367
790,ENSMUSG00000043505,1.97813406673302
793,ENSMUSG00000043811,-1.0042239656794398
794,ENSMUSG00000043881,0.649053742211439
795,ENSMUSG00000043931,3.48579877061087
798,ENSMUSG00000044022,1.19471943478155
799,ENSMUSG00000044150,0.28983212450027196
800,ENSMUSG00000044167,0.721627378993133
801,ENSMUSG00000044461,1.18397964954012
803,ENSMUSG00000044629,0.7741557374881841
805,ENSMUSG00000044768,-0.530322259136729
806,ENSMUSG00000044786,-0.7982776201601709
807,ENSMUSG00000044827,1.4255749980658998
808,ENSMUSG00000045038,0.855503823686935
809,ENSMUSG00000045071,0.32360218909608696
810,ENSMUSG00000045165,0.289487235971914
811,ENSMUSG00000045294,-0.43576547171537705
812,ENSMUSG00000045312,0.829218284982818
813,ENSMUSG00000045362,0.33839317692012
814,ENSMUSG00000045411,-0.432333751192284
815,ENSMUSG00000045826,0.696690318734491
817,ENSMUSG00000046079,-0.216105890669965
819,ENSMUSG00000046169,0.591101574493528
822,ENSMUSG00000046546,0.959742871635842
823,ENSMUSG00000046598,-0.426211774475415
824,ENSMUSG00000046668,0.228756711237268
825,ENSMUSG00000046743,0.24804576535108602
826,ENSMUSG00000046791,-0.366307666112794
828,ENSMUSG00000046985,0.33282824532477
829,ENSMUSG00000047139,0.53511227008496
830,ENSMUSG00000047368,-0.350388935910238
831,ENSMUSG00000047592,-0.80078257823798
833,ENSMUSG00000047735,0.644228211167361
834,ENSMUSG00000047747,1.63048342896902
835,ENSMUSG00000047867,1.21181373498253
836,ENSMUSG00000047945,0.29530189809606
840,ENSMUSG00000048163,-0.211475623587837
841,ENSMUSG00000048170,-0.24953934743012499
842,ENSMUSG00000048277,-0.237559324150346
843,ENSMUSG00000048489,0.38515003325240205
845,ENSMUSG00000048621,1.84421715531308
846,ENSMUSG00000048644,0.5608465684155329
847,ENSMUSG00000048731,1.00085735668875
848,ENSMUSG00000048924,0.7690563721129801
849,ENSMUSG00000049036,1.773919936397
850,ENSMUSG00000049076,0.31512095318568395
851,ENSMUSG00000049103,-0.322388856951635
852,ENSMUSG00000049134,2.3617920612070598
853,ENSMUSG00000049421,0.30880935602256104
854,ENSMUSG00000049422,0.6040581314743311
855,ENSMUSG00000049657,0.40037428443551293
856,ENSMUSG00000049871,0.617787209415625
858,ENSMUSG00000050075,0.31474318055964096
859,ENSMUSG00000050147,-0.540851059847106
860,ENSMUSG00000050212,1.28716901453111
861,ENSMUSG00000050272,2.90714925445442
862,ENSMUSG00000050304,-1.49305617290609
863,ENSMUSG00000050377,0.236786574362316
865,ENSMUSG00000050473,0.35822861051757
866,ENSMUSG00000050914,1.4598967087369499
867,ENSMUSG00000051124,1.12788906406822
869,ENSMUSG00000051159,-0.30433450824066105
870,ENSMUSG00000051236,1.6179458346455202
871,ENSMUSG00000051341,0.38758685876689203
872,ENSMUSG00000051397,-0.693875832305197
873,ENSMUSG00000051439,-0.991815886334067
876,ENSMUSG00000051864,-0.270982745984357
877,ENSMUSG00000051998,3.5835625027017795
878,ENSMUSG00000052013,-0.249122324178516
879,ENSMUSG00000052142,0.31397963994628497
880,ENSMUSG00000052392,-0.63247685867233
881,ENSMUSG00000052544,-0.474947312327849
882,ENSMUSG00000052572,0.33425692162560305
883,ENSMUSG00000052593,-0.268580667645823
884,ENSMUSG00000052684,0.446189097649452
885,ENSMUSG00000052688,-0.43422581826652795
886,ENSMUSG00000052730,2.2456628221950496
887,ENSMUSG00000052760,0.28642398947999204
888,ENSMUSG00000052798,-0.227409761065096
889,ENSMUSG00000053101,0.711530737772086
891,ENSMUSG00000053310,-0.291165654419094
892,ENSMUSG00000053477,0.352857996853512
893,ENSMUSG00000053541,2.08897626412815
894,ENSMUSG00000053580,0.611310467983931
895,ENSMUSG00000053617,1.10924126866899
896,ENSMUSG00000053641,-0.406744293942504
