,ko,target,log2FoldChange
21213,Ikzf1_Plate15,ENSMUSG00000026994,0.40679357474478006
21214,Ikzf1_Plate15,ENSMUSG00000027006,-0.36185144697788396
21217,Ikzf1_Plate15,ENSMUSG00000027078,0.9698350075470149
21218,Ikzf1_Plate15,ENSMUSG00000027079,-0.207926898429274
21221,Ikzf1_Plate15,ENSMUSG00000027162,-0.21679427616060198
21222,Ikzf1_Plate15,ENSMUSG00000027165,1.1052160683152599
21228,Ikzf1_Plate15,ENSMUSG00000027199,0.8933594184401609
21229,Ikzf1_Plate15,ENSMUSG00000027215,0.6154248404876931
21230,Ikzf1_Plate15,ENSMUSG00000027221,3.2310629746455497
21236,Ikzf1_Plate15,ENSMUSG00000027340,0.540128575967205
21238,Ikzf1_Plate15,ENSMUSG00000027358,1.47709424627417
21240,Ikzf1_Plate15,ENSMUSG00000027386,3.40275932961848
21241,Ikzf1_Plate15,ENSMUSG00000027422,0.28249731332739697
21243,Ikzf1_Plate15,ENSMUSG00000027429,-0.22193459025397602
21245,Ikzf1_Plate15,ENSMUSG00000027435,0.27841185270456104
21248,Ikzf1_Plate15,ENSMUSG00000027459,0.3847782463659629
21249,Ikzf1_Plate15,ENSMUSG00000027487,-0.33858007371111304
21250,Ikzf1_Plate15,ENSMUSG00000027508,0.6967088573131679
21251,Ikzf1_Plate15,ENSMUSG00000027523,-0.38591390131883596
21254,Ikzf1_Plate15,ENSMUSG00000027550,0.351759310639859
21255,Ikzf1_Plate15,ENSMUSG00000027562,0.33491144960496505
21257,Ikzf1_Plate15,ENSMUSG00000027611,2.41586317695999
21261,Ikzf1_Plate15,ENSMUSG00000027654,0.5307980891150711
21263,Ikzf1_Plate15,ENSMUSG00000027692,0.378211317434569
21264,Ikzf1_Plate15,ENSMUSG00000027699,-0.29349244590852197
21266,Ikzf1_Plate15,ENSMUSG00000027712,0.480003865376302
21268,Ikzf1_Plate15,ENSMUSG00000027750,0.651980039259349
21271,Ikzf1_Plate15,ENSMUSG00000027776,-0.321384569166081
21274,Ikzf1_Plate15,ENSMUSG00000027809,-0.217896249802386
21278,Ikzf1_Plate15,ENSMUSG00000027901,0.37735231096431104
21279,Ikzf1_Plate15,ENSMUSG00000027935,3.3738346121484604
21281,Ikzf1_Plate15,ENSMUSG00000027947,0.3765817485275689
21282,Ikzf1_Plate15,ENSMUSG00000027952,0.210853267883735
21283,Ikzf1_Plate15,ENSMUSG00000028004,0.862241624681883
21286,Ikzf1_Plate15,ENSMUSG00000028042,1.16081443917294
21290,Ikzf1_Plate15,ENSMUSG00000028062,0.23555164852803398
21291,Ikzf1_Plate15,ENSMUSG00000028068,0.524172304530361
21292,Ikzf1_Plate15,ENSMUSG00000028076,-0.44086421046118796
21293,Ikzf1_Plate15,ENSMUSG00000028080,0.438835976676112
21296,Ikzf1_Plate15,ENSMUSG00000028173,0.51713994423718
21301,Ikzf1_Plate15,ENSMUSG00000028266,0.305720666934378
21302,Ikzf1_Plate15,ENSMUSG00000028292,-0.255651750902004
21304,Ikzf1_Plate15,ENSMUSG00000028337,0.220531964530428
21306,Ikzf1_Plate15,ENSMUSG00000028370,1.23175412696094
21307,Ikzf1_Plate15,ENSMUSG00000028378,0.447637299282014
21308,Ikzf1_Plate15,ENSMUSG00000028393,0.300365300384297
21312,Ikzf1_Plate15,ENSMUSG00000028445,1.00290417291326
21313,Ikzf1_Plate15,ENSMUSG00000028459,-0.283023409111136
21317,Ikzf1_Plate15,ENSMUSG00000028497,0.8576335656843249
21318,Ikzf1_Plate15,ENSMUSG00000028514,0.306682493233898
21319,Ikzf1_Plate15,ENSMUSG00000028519,0.660330343289093
21323,Ikzf1_Plate15,ENSMUSG00000028565,-1.24681651607821
21327,Ikzf1_Plate15,ENSMUSG00000028641,0.77812128565722
21332,Ikzf1_Plate15,ENSMUSG00000028701,0.9016890094021659
21335,Ikzf1_Plate15,ENSMUSG00000028744,0.48575859573807395
21338,Ikzf1_Plate15,ENSMUSG00000028763,1.6102029387636598
21339,Ikzf1_Plate15,ENSMUSG00000028771,0.6024238965645711
21343,Ikzf1_Plate15,ENSMUSG00000028843,-0.286380364025391
21347,Ikzf1_Plate15,ENSMUSG00000028885,3.5381429180770896
21355,Ikzf1_Plate15,ENSMUSG00000028953,-0.22159682303837602
21360,Ikzf1_Plate15,ENSMUSG00000028980,0.4003704995987751
21361,Ikzf1_Plate15,ENSMUSG00000028990,-0.254221307790241
21367,Ikzf1_Plate15,ENSMUSG00000029090,0.606002705738652
21368,Ikzf1_Plate15,ENSMUSG00000029093,-1.1347048852458401
21370,Ikzf1_Plate15,ENSMUSG00000029108,0.34049331947714595
21372,Ikzf1_Plate15,ENSMUSG00000029153,1.08614884758805
21373,Ikzf1_Plate15,ENSMUSG00000029162,0.8921725507907479
21374,Ikzf1_Plate15,ENSMUSG00000029163,0.49426709135974395
21375,Ikzf1_Plate15,ENSMUSG00000029178,0.7562795641987491
21376,Ikzf1_Plate15,ENSMUSG00000029186,-0.32263338399435304
21377,Ikzf1_Plate15,ENSMUSG00000029233,-0.34731587797734603
21380,Ikzf1_Plate15,ENSMUSG00000029304,0.514220039635373
21382,Ikzf1_Plate15,ENSMUSG00000029313,0.48614409316731794
21384,Ikzf1_Plate15,ENSMUSG00000029322,-0.38740184172176206
21387,Ikzf1_Plate15,ENSMUSG00000029373,3.25873543811324
21390,Ikzf1_Plate15,ENSMUSG00000029406,-0.663255497052197
21392,Ikzf1_Plate15,ENSMUSG00000029428,0.293751145391024
21395,Ikzf1_Plate15,ENSMUSG00000029461,0.379001218019643
21396,Ikzf1_Plate15,ENSMUSG00000029471,0.682714958829824
21397,Ikzf1_Plate15,ENSMUSG00000029475,0.25630461831787804
21398,Ikzf1_Plate15,ENSMUSG00000029513,-0.205443307156117
21399,Ikzf1_Plate15,ENSMUSG00000029552,-0.21999280362967102
21400,Ikzf1_Plate15,ENSMUSG00000029553,0.8836922461180291
21401,Ikzf1_Plate15,ENSMUSG00000029560,0.461027180750719
21402,Ikzf1_Plate15,ENSMUSG00000029577,0.246376819094342
21404,Ikzf1_Plate15,ENSMUSG00000029616,-0.206562592579143
21405,Ikzf1_Plate15,ENSMUSG00000029629,-0.253496305208131
21407,Ikzf1_Plate15,ENSMUSG00000029634,-0.293187715204173
21408,Ikzf1_Plate15,ENSMUSG00000029648,1.3508841776879998
21413,Ikzf1_Plate15,ENSMUSG00000029710,1.79434231098732
21414,Ikzf1_Plate15,ENSMUSG00000029730,-0.2364925956143
21415,Ikzf1_Plate15,ENSMUSG00000029759,0.506140864635476
21418,Ikzf1_Plate15,ENSMUSG00000029782,-0.28024426943044706
21419,Ikzf1_Plate15,ENSMUSG00000029810,1.52086031094849
21421,Ikzf1_Plate15,ENSMUSG00000029860,0.25512937525518997
21423,Ikzf1_Plate15,ENSMUSG00000029911,-0.21522792964597304
21424,Ikzf1_Plate15,ENSMUSG00000029913,0.364482904752694
21426,Ikzf1_Plate15,ENSMUSG00000029919,0.389415057570192
21427,Ikzf1_Plate15,ENSMUSG00000029994,0.28082391931717
21429,Ikzf1_Plate15,ENSMUSG00000030054,1.0149369132264001
21433,Ikzf1_Plate15,ENSMUSG00000030064,5.21496378259994
21434,Ikzf1_Plate15,ENSMUSG00000030077,0.28346717543507693
21437,Ikzf1_Plate15,ENSMUSG00000030102,0.31848032117661
21438,Ikzf1_Plate15,ENSMUSG00000030122,1.3291795602085401
21439,Ikzf1_Plate15,ENSMUSG00000030123,0.584169866748033
21440,Ikzf1_Plate15,ENSMUSG00000030142,-0.28638339368346805
21441,Ikzf1_Plate15,ENSMUSG00000030144,0.203231325429405
21442,Ikzf1_Plate15,ENSMUSG00000030154,-1.0478101653110399
21443,Ikzf1_Plate15,ENSMUSG00000030156,-0.22342606374539103
21444,Ikzf1_Plate15,ENSMUSG00000030172,0.832674700366279
21448,Ikzf1_Plate15,ENSMUSG00000030207,0.7025339558198699
21450,Ikzf1_Plate15,ENSMUSG00000030225,-0.23751081923799303
21451,Ikzf1_Plate15,ENSMUSG00000030243,-0.22006008978328
21452,Ikzf1_Plate15,ENSMUSG00000030257,0.503604101452312
21453,Ikzf1_Plate15,ENSMUSG00000030272,0.274313031167865
21454,Ikzf1_Plate15,ENSMUSG00000030284,1.0979893534618101
21455,Ikzf1_Plate15,ENSMUSG00000030314,-0.24730358871589
21456,Ikzf1_Plate15,ENSMUSG00000030329,4.9411623589749505
21457,Ikzf1_Plate15,ENSMUSG00000030337,0.325327655457555
21458,Ikzf1_Plate15,ENSMUSG00000030341,0.42837165207006106
21460,Ikzf1_Plate15,ENSMUSG00000030447,0.316175726357231
21461,Ikzf1_Plate15,ENSMUSG00000030451,0.338804082671271
21462,Ikzf1_Plate15,ENSMUSG00000030471,0.21399873059949598
21467,Ikzf1_Plate15,ENSMUSG00000030614,-0.3544560672809579
21469,Ikzf1_Plate15,ENSMUSG00000030672,0.627561478228964
21471,Ikzf1_Plate15,ENSMUSG00000030681,0.245946526468209
21472,Ikzf1_Plate15,ENSMUSG00000030688,0.424364004494254
21473,Ikzf1_Plate15,ENSMUSG00000030691,0.623150919831124
21478,Ikzf1_Plate15,ENSMUSG00000030720,0.334423028259712
21480,Ikzf1_Plate15,ENSMUSG00000030748,0.29850479394553003
21484,Ikzf1_Plate15,ENSMUSG00000030774,0.475511924043631
21487,Ikzf1_Plate15,ENSMUSG00000030811,0.583042590010723
21488,Ikzf1_Plate15,ENSMUSG00000030825,0.89853712502752
21489,Ikzf1_Plate15,ENSMUSG00000030839,-0.34162298015038806
21490,Ikzf1_Plate15,ENSMUSG00000030844,0.864699254770168
21491,Ikzf1_Plate15,ENSMUSG00000030847,0.34793013309919996
21494,Ikzf1_Plate15,ENSMUSG00000030921,0.299123892221109
21497,Ikzf1_Plate15,ENSMUSG00000030987,0.33724108979781797
21499,Ikzf1_Plate15,ENSMUSG00000031024,0.9965202419408409
21501,Ikzf1_Plate15,ENSMUSG00000031097,1.27008483867013
21503,Ikzf1_Plate15,ENSMUSG00000031112,-0.21524501481639002
21504,Ikzf1_Plate15,ENSMUSG00000031129,-0.28508052980402504
21510,Ikzf1_Plate15,ENSMUSG00000031216,0.544427560897302
21512,Ikzf1_Plate15,ENSMUSG00000031266,-0.35157882224219206
21513,Ikzf1_Plate15,ENSMUSG00000031273,0.334989804756081
21514,Ikzf1_Plate15,ENSMUSG00000031274,0.39434195897242097
21515,Ikzf1_Plate15,ENSMUSG00000031309,1.36785941795226
21519,Ikzf1_Plate15,ENSMUSG00000031360,-0.296681763496656
21520,Ikzf1_Plate15,ENSMUSG00000031367,-0.49810484264440097
21521,Ikzf1_Plate15,ENSMUSG00000031377,-0.46344049725509495
21524,Ikzf1_Plate15,ENSMUSG00000031387,0.264202339308166
21527,Ikzf1_Plate15,ENSMUSG00000031451,1.5965764483370302
21530,Ikzf1_Plate15,ENSMUSG00000031480,0.45141923324871996
21531,Ikzf1_Plate15,ENSMUSG00000031482,-0.35466594546545
21533,Ikzf1_Plate15,ENSMUSG00000031486,0.20680276862096802
21535,Ikzf1_Plate15,ENSMUSG00000031493,2.08402457252291
21540,Ikzf1_Plate15,ENSMUSG00000031533,-0.301839935597773
21543,Ikzf1_Plate15,ENSMUSG00000031563,0.37175245077206
21545,Ikzf1_Plate15,ENSMUSG00000031586,0.490963980855823
21547,Ikzf1_Plate15,ENSMUSG00000031613,0.7944289003223921
21548,Ikzf1_Plate15,ENSMUSG00000031637,0.9201870477961009
21549,Ikzf1_Plate15,ENSMUSG00000031652,0.32718800295845196
21550,Ikzf1_Plate15,ENSMUSG00000031659,0.411837260723731
21551,Ikzf1_Plate15,ENSMUSG00000031660,-0.324317906246919
21553,Ikzf1_Plate15,ENSMUSG00000031691,0.254311198966854
21555,Ikzf1_Plate15,ENSMUSG00000031703,-0.206378600293045
21557,Ikzf1_Plate15,ENSMUSG00000031728,-0.47820640875030396
21559,Ikzf1_Plate15,ENSMUSG00000031740,2.11524690529775
21560,Ikzf1_Plate15,ENSMUSG00000031762,0.27665483700875
21563,Ikzf1_Plate15,ENSMUSG00000031778,1.6332220895288203
21566,Ikzf1_Plate15,ENSMUSG00000031786,-1.08512361064355
21567,Ikzf1_Plate15,ENSMUSG00000031789,0.40360568656341606
21568,Ikzf1_Plate15,ENSMUSG00000031799,0.290937837838109
21569,Ikzf1_Plate15,ENSMUSG00000031803,2.68955157137546
21572,Ikzf1_Plate15,ENSMUSG00000031834,-0.22697902108744603
21574,Ikzf1_Plate15,ENSMUSG00000031838,0.388828548213041
21575,Ikzf1_Plate15,ENSMUSG00000031875,0.5689162318135239
21576,Ikzf1_Plate15,ENSMUSG00000031879,0.218241219436767
21577,Ikzf1_Plate15,ENSMUSG00000031927,-0.976074878782722
21581,Ikzf1_Plate15,ENSMUSG00000031988,-0.200455072833801
21583,Ikzf1_Plate15,ENSMUSG00000032009,-0.690429600106781
21584,Ikzf1_Plate15,ENSMUSG00000032011,1.33198812535038
21587,Ikzf1_Plate15,ENSMUSG00000032086,-0.23856164777477998
21589,Ikzf1_Plate15,ENSMUSG00000032194,0.796565779664078
21595,Ikzf1_Plate15,ENSMUSG00000032235,-0.269100041314213
21596,Ikzf1_Plate15,ENSMUSG00000032245,0.258610800443779
21598,Ikzf1_Plate15,ENSMUSG00000032281,-1.2021052736203999
21601,Ikzf1_Plate15,ENSMUSG00000032320,-0.256734232179777
21603,Ikzf1_Plate15,ENSMUSG00000032370,-0.319303934911773
21605,Ikzf1_Plate15,ENSMUSG00000032377,-0.446128151520356
21607,Ikzf1_Plate15,ENSMUSG00000032392,0.34956870861799605
21609,Ikzf1_Plate15,ENSMUSG00000032396,-0.35060275659802503
21613,Ikzf1_Plate15,ENSMUSG00000032434,-0.288797242095961
21614,Ikzf1_Plate15,ENSMUSG00000032440,0.29665803492716303
21617,Ikzf1_Plate15,ENSMUSG00000032479,-0.245338424266627
21618,Ikzf1_Plate15,ENSMUSG00000032497,0.7395914104603539
21620,Ikzf1_Plate15,ENSMUSG00000032508,0.289663550286489
21623,Ikzf1_Plate15,ENSMUSG00000032549,0.933254934674988
21626,Ikzf1_Plate15,ENSMUSG00000032601,-0.33686284231456703
21629,Ikzf1_Plate15,ENSMUSG00000032643,0.418142558609034
21630,Ikzf1_Plate15,ENSMUSG00000032717,1.53537288153121
21633,Ikzf1_Plate15,ENSMUSG00000032754,-0.495918972668606
21634,Ikzf1_Plate15,ENSMUSG00000032802,-0.529298967702397
21635,Ikzf1_Plate15,ENSMUSG00000032812,0.324900645023315
21636,Ikzf1_Plate15,ENSMUSG00000032849,0.332220343611242
21637,Ikzf1_Plate15,ENSMUSG00000032855,0.371937952425542
21638,Ikzf1_Plate15,ENSMUSG00000032864,-0.25556636140719396
21639,Ikzf1_Plate15,ENSMUSG00000032870,0.38424869629881797
21641,Ikzf1_Plate15,ENSMUSG00000032959,-0.240145434475289
21642,Ikzf1_Plate15,ENSMUSG00000032965,0.21196483550641299
21646,Ikzf1_Plate15,ENSMUSG00000033083,0.44974224926665796
21649,Ikzf1_Plate15,ENSMUSG00000033170,5.13024769447451
21654,Ikzf1_Plate15,ENSMUSG00000033257,0.20172987867115502
21656,Ikzf1_Plate15,ENSMUSG00000033306,0.445212450599565
21657,Ikzf1_Plate15,ENSMUSG00000033307,0.20597606709240002
21658,Ikzf1_Plate15,ENSMUSG00000033355,-0.4802856193887371
21659,Ikzf1_Plate15,ENSMUSG00000033356,-0.39078918136547797
21661,Ikzf1_Plate15,ENSMUSG00000033386,0.204776660206809
21663,Ikzf1_Plate15,ENSMUSG00000033400,0.696820958707164
21664,Ikzf1_Plate15,ENSMUSG00000033417,0.22243924935233203
21666,Ikzf1_Plate15,ENSMUSG00000033460,0.56550489253987
21667,Ikzf1_Plate15,ENSMUSG00000033538,0.8061376956524009
21671,Ikzf1_Plate15,ENSMUSG00000033705,0.7803071466531071
21673,Ikzf1_Plate15,ENSMUSG00000033735,0.771641449655723
21675,Ikzf1_Plate15,ENSMUSG00000033880,0.21314229039808102
21678,Ikzf1_Plate15,ENSMUSG00000033955,0.795693745622659
21680,Ikzf1_Plate15,ENSMUSG00000034101,0.645278323594808
21683,Ikzf1_Plate15,ENSMUSG00000034192,-0.268248489655323
21684,Ikzf1_Plate15,ENSMUSG00000034201,1.6999429711438
21685,Ikzf1_Plate15,ENSMUSG00000034210,0.247576302005112
21686,Ikzf1_Plate15,ENSMUSG00000034235,0.446949436570501
21689,Ikzf1_Plate15,ENSMUSG00000034310,-0.30178273203726097
21695,Ikzf1_Plate15,ENSMUSG00000034371,-0.323922008924942
21696,Ikzf1_Plate15,ENSMUSG00000034471,1.65719458535898
21700,Ikzf1_Plate15,ENSMUSG00000034586,2.1951013401042
21702,Ikzf1_Plate15,ENSMUSG00000034641,-0.771838455332868
21703,Ikzf1_Plate15,ENSMUSG00000034652,0.5093939912637949
21704,Ikzf1_Plate15,ENSMUSG00000034659,0.33594375999571396
21706,Ikzf1_Plate15,ENSMUSG00000034675,-0.507722269152702
21707,Ikzf1_Plate15,ENSMUSG00000034708,0.5769400241981619
21709,Ikzf1_Plate15,ENSMUSG00000034731,0.5052070720334371
21710,Ikzf1_Plate15,ENSMUSG00000034738,1.5947477115198898
21711,Ikzf1_Plate15,ENSMUSG00000034751,0.584551856906845
21712,Ikzf1_Plate15,ENSMUSG00000034792,0.269800762997825
21713,Ikzf1_Plate15,ENSMUSG00000034800,-0.7814984027785871
21715,Ikzf1_Plate15,ENSMUSG00000034833,-0.274198234879432
21717,Ikzf1_Plate15,ENSMUSG00000034854,0.288429850699617
21719,Ikzf1_Plate15,ENSMUSG00000034902,0.413855233738201
21720,Ikzf1_Plate15,ENSMUSG00000034926,0.45068927896353106
21721,Ikzf1_Plate15,ENSMUSG00000034931,-0.242411335779784
21722,Ikzf1_Plate15,ENSMUSG00000034947,0.5810594530798321
21723,Ikzf1_Plate15,ENSMUSG00000034993,0.353096231532961
21727,Ikzf1_Plate15,ENSMUSG00000035078,-0.21254866594000302
21729,Ikzf1_Plate15,ENSMUSG00000035133,0.729894275124626
21730,Ikzf1_Plate15,ENSMUSG00000035158,0.838622497998198
21731,Ikzf1_Plate15,ENSMUSG00000035164,0.7696235641554939
21740,Ikzf1_Plate15,ENSMUSG00000035284,0.5192589400098211
21742,Ikzf1_Plate15,ENSMUSG00000035354,0.261608524264423
21743,Ikzf1_Plate15,ENSMUSG00000035372,0.8112831976874519
21745,Ikzf1_Plate15,ENSMUSG00000035493,0.5230471750667129
21746,Ikzf1_Plate15,ENSMUSG00000035517,0.453315234453221
21747,Ikzf1_Plate15,ENSMUSG00000035620,0.28403724336876196
21751,Ikzf1_Plate15,ENSMUSG00000035711,-0.2013784357962
21752,Ikzf1_Plate15,ENSMUSG00000035757,-0.378151585601812
21753,Ikzf1_Plate15,ENSMUSG00000035765,0.20273751185143601
21754,Ikzf1_Plate15,ENSMUSG00000035829,0.7993074581046429
21755,Ikzf1_Plate15,ENSMUSG00000035835,0.221268660642981
21762,Ikzf1_Plate15,ENSMUSG00000036046,0.46448763523191494
21764,Ikzf1_Plate15,ENSMUSG00000036087,-0.23436417862358802
21765,Ikzf1_Plate15,ENSMUSG00000036099,0.38894486817675206
21767,Ikzf1_Plate15,ENSMUSG00000036111,0.518008282557594
21772,Ikzf1_Plate15,ENSMUSG00000036256,1.03913225107467
21774,Ikzf1_Plate15,ENSMUSG00000036330,-0.273298097669758
21778,Ikzf1_Plate15,ENSMUSG00000036381,0.466222879851907
21785,Ikzf1_Plate15,ENSMUSG00000036606,0.38704951782680197
21786,Ikzf1_Plate15,ENSMUSG00000036634,-0.526321895039065
21787,Ikzf1_Plate15,ENSMUSG00000036676,0.460894411630188
21789,Ikzf1_Plate15,ENSMUSG00000036718,0.8614342730183491
21791,Ikzf1_Plate15,ENSMUSG00000036810,-0.39785555154332
21792,Ikzf1_Plate15,ENSMUSG00000036817,-0.463873213932935
21793,Ikzf1_Plate15,ENSMUSG00000036916,-0.23768812515288
21794,Ikzf1_Plate15,ENSMUSG00000036959,0.642318367096828
21795,Ikzf1_Plate15,ENSMUSG00000036986,0.32242750891134997
21796,Ikzf1_Plate15,ENSMUSG00000036989,0.482945525377
21797,Ikzf1_Plate15,ENSMUSG00000037003,2.9259552025878706
21799,Ikzf1_Plate15,ENSMUSG00000037071,0.7567294007646049
21800,Ikzf1_Plate15,ENSMUSG00000037095,4.656703233270241
21801,Ikzf1_Plate15,ENSMUSG00000037108,-0.593763676116099
21803,Ikzf1_Plate15,ENSMUSG00000037112,0.520102695587659
21807,Ikzf1_Plate15,ENSMUSG00000037239,0.5482110528362921
21808,Ikzf1_Plate15,ENSMUSG00000037243,0.309230983853221
21809,Ikzf1_Plate15,ENSMUSG00000037266,-0.25325139724151396
21813,Ikzf1_Plate15,ENSMUSG00000037318,-0.22518581258338102
21814,Ikzf1_Plate15,ENSMUSG00000037321,-0.200038048836587
21815,Ikzf1_Plate15,ENSMUSG00000037337,-0.255843830335235
21816,Ikzf1_Plate15,ENSMUSG00000037366,0.343029145195077
21818,Ikzf1_Plate15,ENSMUSG00000037415,0.23836793196291503
21822,Ikzf1_Plate15,ENSMUSG00000037458,-0.26327556769981103
21823,Ikzf1_Plate15,ENSMUSG00000037466,-0.570729979250361
21825,Ikzf1_Plate15,ENSMUSG00000037486,0.279362525301058
21826,Ikzf1_Plate15,ENSMUSG00000037523,-0.30811168671255895
21828,Ikzf1_Plate15,ENSMUSG00000037640,-0.498127908907483
21831,Ikzf1_Plate15,ENSMUSG00000037679,0.495695413555955
21832,Ikzf1_Plate15,ENSMUSG00000037692,0.428324817947865
21836,Ikzf1_Plate15,ENSMUSG00000037795,0.399066886082087
21837,Ikzf1_Plate15,ENSMUSG00000037815,0.26746607488902396
21838,Ikzf1_Plate15,ENSMUSG00000037824,0.321343289827666
21841,Ikzf1_Plate15,ENSMUSG00000037868,0.5846942040100639
21842,Ikzf1_Plate15,ENSMUSG00000037890,0.49758309410965296
21843,Ikzf1_Plate15,ENSMUSG00000037913,-0.259880213537767
21845,Ikzf1_Plate15,ENSMUSG00000037966,-0.339914928585357
21846,Ikzf1_Plate15,ENSMUSG00000037972,0.676484369704735
21847,Ikzf1_Plate15,ENSMUSG00000037992,0.575520123761496
21851,Ikzf1_Plate15,ENSMUSG00000038058,1.0312842347416
21852,Ikzf1_Plate15,ENSMUSG00000038069,-0.47058233167114705
21853,Ikzf1_Plate15,ENSMUSG00000038122,0.5263419829960879
21854,Ikzf1_Plate15,ENSMUSG00000038147,-0.278552580060271
21857,Ikzf1_Plate15,ENSMUSG00000038174,0.290100272306483
21859,Ikzf1_Plate15,ENSMUSG00000038188,4.03122424693122
21860,Ikzf1_Plate15,ENSMUSG00000038213,0.41539903384733795
21862,Ikzf1_Plate15,ENSMUSG00000038235,1.87923092941293
21863,Ikzf1_Plate15,ENSMUSG00000038241,0.254164099530584
21865,Ikzf1_Plate15,ENSMUSG00000038291,0.515643029375187
21867,Ikzf1_Plate15,ENSMUSG00000038369,0.4133499452956729
21869,Ikzf1_Plate15,ENSMUSG00000038387,1.06252410603393
21873,Ikzf1_Plate15,ENSMUSG00000038425,-0.369936052285063
21874,Ikzf1_Plate15,ENSMUSG00000038482,-0.23316931019473103
21875,Ikzf1_Plate15,ENSMUSG00000038507,0.4157479589539821
21876,Ikzf1_Plate15,ENSMUSG00000038517,0.9006568790034258
21880,Ikzf1_Plate15,ENSMUSG00000038576,2.3759447881519
21885,Ikzf1_Plate15,ENSMUSG00000038642,-0.339874031150933
21896,Ikzf1_Plate15,ENSMUSG00000038763,1.6508014867142702
21898,Ikzf1_Plate15,ENSMUSG00000038776,2.1621221809317
21899,Ikzf1_Plate15,ENSMUSG00000038811,0.35420352149393497
21901,Ikzf1_Plate15,ENSMUSG00000038855,0.31910076795397496
21902,Ikzf1_Plate15,ENSMUSG00000038894,1.13692548937394
21905,Ikzf1_Plate15,ENSMUSG00000038976,0.281392827663649
21906,Ikzf1_Plate15,ENSMUSG00000039001,0.24207031177375302
21907,Ikzf1_Plate15,ENSMUSG00000039005,1.41080209321049
21908,Ikzf1_Plate15,ENSMUSG00000039007,0.520152115788573
21909,Ikzf1_Plate15,ENSMUSG00000039057,0.741510167265923
21913,Ikzf1_Plate15,ENSMUSG00000039109,0.805008212488759
21915,Ikzf1_Plate15,ENSMUSG00000039117,0.280591553111754
21916,Ikzf1_Plate15,ENSMUSG00000039145,-0.868873373391604
21917,Ikzf1_Plate15,ENSMUSG00000039156,0.451118046567313
21918,Ikzf1_Plate15,ENSMUSG00000039164,0.340647972656665
21924,Ikzf1_Plate15,ENSMUSG00000039316,-0.308251562677176
21928,Ikzf1_Plate15,ENSMUSG00000039377,0.608695052522273
21931,Ikzf1_Plate15,ENSMUSG00000039480,-0.350831662052129
21936,Ikzf1_Plate15,ENSMUSG00000039704,0.355633216939145
21937,Ikzf1_Plate15,ENSMUSG00000039713,0.7197077555748891
21938,Ikzf1_Plate15,ENSMUSG00000039741,0.23885331893172196
21939,Ikzf1_Plate15,ENSMUSG00000039745,-0.337054474940703
21940,Ikzf1_Plate15,ENSMUSG00000039782,0.38695729046421995
21941,Ikzf1_Plate15,ENSMUSG00000039835,1.20424696438347
21943,Ikzf1_Plate15,ENSMUSG00000039886,0.281708173965015
21945,Ikzf1_Plate15,ENSMUSG00000039959,0.552389118151086
21946,Ikzf1_Plate15,ENSMUSG00000039963,-0.36516010348896993
21948,Ikzf1_Plate15,ENSMUSG00000039981,1.9737238857590902
21951,Ikzf1_Plate15,ENSMUSG00000040061,0.45373692048269704
21954,Ikzf1_Plate15,ENSMUSG00000040158,0.964687030599489
21955,Ikzf1_Plate15,ENSMUSG00000040204,-0.2911420721481
21957,Ikzf1_Plate15,ENSMUSG00000040213,-0.519797791259864
21961,Ikzf1_Plate15,ENSMUSG00000040272,0.365827298481349
21963,Ikzf1_Plate15,ENSMUSG00000040322,-0.270015718523353
21966,Ikzf1_Plate15,ENSMUSG00000040339,-0.23252567696039603
21970,Ikzf1_Plate15,ENSMUSG00000040466,0.5254496454248939
21973,Ikzf1_Plate15,ENSMUSG00000040511,-0.23242216785024802
21976,Ikzf1_Plate15,ENSMUSG00000040528,-0.21194142888772197
21978,Ikzf1_Plate15,ENSMUSG00000040557,0.375174924854336
21981,Ikzf1_Plate15,ENSMUSG00000040663,0.557663952191992
21983,Ikzf1_Plate15,ENSMUSG00000040681,-0.42326214883673796
21984,Ikzf1_Plate15,ENSMUSG00000040699,-0.32312039279505
21985,Ikzf1_Plate15,ENSMUSG00000040701,-0.205543255257595
21988,Ikzf1_Plate15,ENSMUSG00000040722,3.5465528661002703
21990,Ikzf1_Plate15,ENSMUSG00000040738,-0.253283678099618
21992,Ikzf1_Plate15,ENSMUSG00000040751,-0.27924870197445
21994,Ikzf1_Plate15,ENSMUSG00000040848,0.449691698400089
21995,Ikzf1_Plate15,ENSMUSG00000040856,0.683822474493265
21996,Ikzf1_Plate15,ENSMUSG00000040857,0.5737524685537789
21999,Ikzf1_Plate15,ENSMUSG00000041012,1.05777431574771
22001,Ikzf1_Plate15,ENSMUSG00000041057,-0.207143041921882
22002,Ikzf1_Plate15,ENSMUSG00000041079,-0.380235013805157
22006,Ikzf1_Plate15,ENSMUSG00000041229,0.45055770308124105
22007,Ikzf1_Plate15,ENSMUSG00000041258,0.30000266667458503
22013,Ikzf1_Plate15,ENSMUSG00000041396,0.6491246612747529
22018,Ikzf1_Plate15,ENSMUSG00000041491,-0.43338595113321104
22020,Ikzf1_Plate15,ENSMUSG00000041528,-0.306150696094484
22021,Ikzf1_Plate15,ENSMUSG00000041538,-0.54042730796512
22022,Ikzf1_Plate15,ENSMUSG00000041540,-2.01040093678797
22024,Ikzf1_Plate15,ENSMUSG00000041571,-0.528139009030018
